Geography,No income,R 1 - R 400,R 401 - R 800,R 801 - R 1 600,R 1 601 - R 3 200,R 3 201 - R 6 400,R 6 401 - R 12 800,R 12 801 - R 25 600,R 25 601 - R 51 200,R 51 201 - R 102 400,R 102 401 - R 204 800,R 204 801 or more,Unspecified,Not applicable
83106019: Ward 19,44.375799,30.5565859,1.9821711,12.4470948,3.3614703,2.5129786,1.8726884,0.703284,0.0579982,0.0232153,0,0.0232153,2.0628511,0.0206479
83106020: Ward 20,48.1754826,22.0592567,3.5279434,15.3749056,2.1638378,1.5295012,0.8690527,0.4314692,0.0654573,0,0,0.0658814,5.7372121,0
83106021: Ward 21,47.0840358,26.9447606,3.1786875,13.1499735,2.3153542,1.3866574,0.5574296,0.3011038,0.1361903,0.0125562,0,0,4.9332511,0
83106022: Ward 22,47.1837499,30.3578225,2.2451423,14.9439229,1.3412536,0.8794939,0.807029,0.5893902,0.0715979,0.0117803,0.0356726,0.0235607,1.5095843,0
83106023: Ward 23,41.0551469,23.571156,2.9015733,19.3502136,3.6037372,1.6932174,1.8842371,1.7083853,0.1478952,0,0.0420224,0.1097268,3.9326888,0
83106024: Ward 24,44.0884621,22.2684725,2.6683133,19.3321414,3.0233777,2.4356487,1.6380444,0.9276716,0.1545095,0.0428581,0.0333677,0.0226131,3.3645199,0
83106025: Ward 25,42.427564,28.2200912,2.7137219,16.0033789,2.4863112,1.4669176,1.1775178,0.8464087,0.1329737,0,0,0,4.525115,0
83106026: Ward 26,45.5524909,26.2234104,3.9293449,15.5604308,2.8110764,1.059481,0.647711,0.3817329,0.038782,0,0.0126149,0.0126149,3.0073621,0.7629477
83106027: Ward 27,46.3115702,29.2036156,3.032739,13.4587238,1.8351263,1.0537338,0.6219084,0.1829163,0.1276917,0.013705,0.0140649,0,4.1442048,0
83106028: Ward 28,46.7198624,22.7594642,2.2569471,15.8522073,4.1214515,2.655076,1.4479973,0.6939913,0.051386,0.042141,0.0347636,0.035016,3.3296964,0
83106029: Ward 29,44.6096357,20.9586653,2.4514242,18.0062246,3.4161541,3.3016359,3.0035443,1.7989559,0.2098488,0.0435448,0.0448089,0.0434401,2.1121174,0
83106030: Ward 30,45.0299581,30.8491325,2.219751,10.7354631,3.6325119,2.1535732,1.1132284,0.3928155,0.0813245,0,0.0135483,0.0135483,3.6205453,0.1446
83106031: Ward 31,42.8181335,25.6624624,2.9424282,17.1873937,3.4151487,2.4085984,1.5682989,0.7213007,0.1065729,0.0132353,0.0264706,0.0132353,2.4928245,0.6238968
83201001: Ward 1,35.49257,13.2474626,2.2152481,10.939955,10.9093698,7.4397701,6.4687594,2.4797538,0.3584859,0.1450312,0.036966,0,10.2666282,0
83201002: Ward 2,31.7186857,16.3271337,2.7610911,10.6115523,10.166444,8.0013789,5.3710806,1.9614276,0.2816519,0.0287382,0.0146498,0.0580378,12.6981284,0
83201003: Ward 3,35.3879734,17.7081941,2.944995,11.1483965,10.6153615,6.4169758,4.9855616,1.6150023,0.2548856,0.0121352,0.0626974,0.0116703,7.0214478,1.8147036
83201004: Ward 4,26.1422602,18.0785189,3.3961214,19.4710197,13.4570079,4.5860946,2.2156296,2.425167,1.4424655,0.5102055,0.1313476,0.063281,6.2650484,1.8158328
83201005: Ward 5,33.4493386,19.3281732,3.1997584,13.3640671,8.6376581,4.7137505,3.1236169,1.5628774,0.4903489,0.0792404,0.0545281,0.0233947,11.5571238,0.4161238
83201006: Ward 6,35.5166168,10.9690555,5.0699297,18.0861811,9.9989301,5.9209079,2.2682508,1.4469949,0.2061477,0.1332414,0.0231836,0,4.4476067,5.9129537
83201007: Ward 7,34.8357864,7.3509058,3.4232366,12.9619526,8.1174324,6.2411679,5.4756959,4.0669617,1.4560962,0.3884288,0.1339189,0.0453977,8.9535266,6.5494925
83201008: Ward 8,42.1727802,26.8902552,4.6096535,16.3043611,3.0151771,2.0943926,1.1188262,0.7335439,0.1666508,0,0.0317128,0.0576766,1.5424793,1.2624908
83201009: Ward 9,42.805231,24.9829551,3.1033165,13.3935427,4.4816488,2.1714499,1.6308352,0.965195,0.1055366,0,0.0930366,0.0131879,6.0077467,0.2463179
83201010: Ward 10,23.7595201,3.7315261,3.2932928,19.2690092,12.4544186,6.8068285,3.8543795,3.0602637,0.9827628,0.4049723,0.2622814,0.140652,12.3974076,9.5826853
83201011: Ward 11,10.2215255,3.1218187,5.4578823,46.9034337,19.3101453,4.2610836,2.119713,1.6257346,0.6537712,0.0557462,0.0734865,0.1925865,4.9209119,1.0821609
83201012: Ward 12,33.1492686,2.7601971,1.0864364,4.5256055,3.9314176,6.012043,8.1937282,9.8625838,5.1507363,1.4224506,0.4287621,0.2930442,16.5128004,6.6709264
83201013: Ward 13,34.3503064,12.0905663,5.3909719,8.3625215,15.6119619,10.1418731,5.1579456,2.5328328,0.5653088,0.1948248,0.1270444,0,5.1643236,0.3095189
83201014: Ward 14,27.8520385,5.482963,1.7968799,5.3673305,6.6454832,8.4798273,7.7392384,5.6059348,3.6576938,0.7051294,0.2485055,0.1829711,17.4326432,8.8033614
83202001: Ward 1,43.6097401,22.8318379,2.6416147,9.6100456,6.5547754,3.7151575,3.5038861,2.7786901,0.890781,0.249154,0.0844685,0.0745925,2.6652223,0.7900343
83202002: Ward 2,41.3720293,29.3753647,3.3744203,11.9509874,6.7538119,2.4760638,0.9158939,0.4117357,0.0985458,0.0303077,0.0209185,0,3.219921,0
83202003: Ward 3,40.1405214,25.4090316,2.5942157,17.7245096,6.0602722,2.3041849,1.559232,0.7782591,0.3171452,0.0723315,0.0631395,0.0236641,2.8048118,0.1486811
83202004: Ward 4,43.1697703,25.9092651,3.5662222,10.7569677,7.4466261,2.8465101,1.1840685,0.378326,0.176114,0,0.0459289,0,4.5202012,0
83202005: Ward 5,43.2888467,29.6919158,2.5670529,11.3256261,6.297437,1.8755022,1.1411883,0.4351466,0.1074299,0.0066476,0.0204597,0,3.242747,0
83202006: Ward 6,41.6010685,24.3860641,4.2918289,8.9017405,6.3198855,3.4991052,2.3752709,1.0450637,0.1766407,0.0293558,0.0581334,0.07269,6.9968476,0.2463052
83202007: Ward 7,45.3702819,25.0558056,3.5029532,13.8133513,5.5282164,1.9778473,1.0833434,0.3910974,0.0856446,0.0082362,0.0266717,0.0084525,3.0278146,0.1202839
83202008: Ward 8,35.0882082,18.5455303,3.8230552,17.1040561,6.4026239,2.8720745,2.1105975,1.9474654,1.2205741,0.5489064,0.1747153,0.1170056,9.295367,0.7498204
83202009: Ward 9,39.4388189,27.7710645,3.4727369,14.2718032,6.3117577,2.0879481,0.9077468,0.3151679,0.0960159,0.0237573,0.0235365,0.015691,5.2639553,0
83202010: Ward 10,40.3059193,29.8452623,3.9327943,12.6801386,6.191212,2.5848837,1.0600725,0.3050878,0.0810209,0,0.0239866,0.008086,2.9815359,0
83202011: Ward 11,42.426947,23.3499358,4.2798397,14.1378333,6.3102272,2.9043078,1.3296788,0.6121085,0.0865481,0,0.0298982,0.0575959,4.4750796,0
83202012: Ward 12,26.0166151,5.4479166,3.5555914,23.7993343,11.1110661,4.4186597,4.5810165,4.0868076,1.8825519,0.2591534,0.1957301,0.0704992,7.4815007,7.0935573
83202013: Ward 13,44.7892549,20.1426618,2.8175349,11.7301392,6.7341372,4.1010195,2.2174736,0.6876889,0.1427088,0,0.0297652,0.0315772,6.5760388,0
83202014: Ward 14,38.4270563,9.714566,2.3641983,9.062648,5.3573662,5.4540612,7.6032839,6.7810423,2.8949322,0.4835396,0.233981,0.1647357,8.4600105,2.9985789
83202015: Ward 15,28.6422052,1.1559812,0.6957046,2.9802974,3.8465047,7.7395857,14.1299787,13.9006877,6.5787087,1.6088601,0.4200006,0.3771094,11.8733205,6.0510554
83202016: Ward 16,24.0429411,1.5637962,1.5423243,7.2549558,5.6253514,8.9168958,12.3927945,10.6581797,5.447023,1.3540287,0.410989,0.3007026,12.5448063,7.9452117
83202017: Ward 17,31.4047235,0.9455265,1.0032195,3.0131629,4.3463195,8.7233349,13.3916914,14.6795699,7.8689306,2.5069683,0.7539042,0.4475165,10.0465759,0.8685564
83202018: Ward 18,42.6209834,7.149648,2.6766216,9.7643505,7.3025036,7.1624665,6.9584516,3.7922799,1.1974399,0.5793068,0.1880533,0.2308794,7.7072544,2.6697611
83202019: Ward 19,51.8477067,6.9396258,2.7593184,8.9386809,6.9593863,5.7582799,5.8303921,3.3421288,0.5421338,0.11053,0.0469609,0.1469506,6.6817355,0.0961704
83202020: Ward 20,49.9107321,8.4764813,3.9143313,9.0112345,7.0524153,5.3857683,5.3587298,2.8478879,0.4177326,0.0504117,0.0597869,0.0515898,7.4628985,0
83202021: Ward 21,42.212615,17.764767,3.3229074,11.9696463,7.9212173,4.2837186,3.4751639,1.6725874,0.3284626,0.0066924,0.0133848,0.019906,7.0089312,0
83202022: Ward 22,41.2829825,23.7682749,4.0300907,13.702346,6.8542889,2.8513725,1.5797213,0.5135632,0.115808,0.023987,0.0079263,0,5.2696386,0
83202023: Ward 23,43.502776,21.2955955,4.94321,10.5876829,7.8216837,3.9446236,2.6576098,1.2355631,0.1736035,0.0108115,0.0111159,0.0096159,3.7964927,0.0096159
83202024: Ward 24,41.6314363,27.8534975,3.5294818,10.1782603,6.3103502,2.8616481,0.9063046,0.3115545,0.1399233,0.00924,0.0091393,0.0090036,6.0200523,0.2301082
83202025: Ward 25,41.396221,29.277466,2.7825287,12.2585583,6.6629265,2.5302288,1.2948801,0.6769396,0.1437774,0.0081082,0.0391785,0.0297081,2.324029,0.5754499
83202026: Ward 26,42.4613473,22.1544953,3.5635926,11.4020415,8.6411675,3.9749943,2.0875693,0.7930377,0.170373,0.0261853,0.0652803,0.0195995,4.6403164,0
83202027: Ward 27,43.4205904,25.857567,2.9018697,11.3447619,6.4499187,2.9180688,1.3842644,0.5672685,0.273093,0.0474278,0,0.0061046,4.8290652,0
83202028: Ward 28,45.4427575,24.6029206,2.8001594,8.6746666,6.6952286,4.3211827,2.8763259,1.0135317,0.1659633,0.0434556,0.0216511,0.0216398,3.3205172,0
83202029: Ward 29,43.1675242,24.024302,3.8876964,12.2208034,6.8918028,2.9452779,1.3336548,0.5489698,0.1994292,0.0208623,0.0282468,0.0138365,4.7175941,0
83202030: Ward 30,33.6609049,1.4309942,1.1085558,4.1420844,4.4061564,8.5436754,12.3959688,12.0432273,5.3547778,1.4556984,0.6672469,0.4260628,8.5811508,5.7834961
83202031: Ward 31,38.1983336,26.9487797,4.5477596,14.1229703,6.8099388,2.4079598,1.4345918,0.4899406,0.1978462,0.0416042,0.0304244,0.0202656,4.7495853,0
83202032: Ward 32,39.4040771,18.7725478,4.1933271,11.1434925,7.5459731,4.5465321,3.3276963,1.7954434,0.2468513,0.0567316,0.0632058,0.0437694,6.2966042,2.5637483
83202033: Ward 33,44.2594342,15.271397,2.5056379,9.981165,7.2407557,5.9400348,6.279721,3.6966632,0.4712066,0.0610287,0.0970258,0.0776637,2.2325309,1.8857355
83202034: Ward 34,43.1212273,28.3831644,3.4878345,13.2645252,5.5713506,2.0710398,1.0371492,0.5320339,0.0916374,0.0283067,0.0088807,0.0196448,2.3832055,0
83202035: Ward 35,38.6620584,26.6822227,4.6718052,11.4356439,8.2640435,3.5127222,1.5668272,0.5439493,0.0977047,0.0297824,0.045433,0.0074408,3.2494257,1.2309409
83202036: Ward 36,36.5445304,30.4647549,4.417618,11.0960544,6.328045,2.5054268,1.3444108,0.5790725,0.0788596,0.02615,0.0435461,0.0171956,6.5543359,0
83202037: Ward 37,39.8718542,28.9854861,2.5933573,10.9893603,7.5583037,3.4646592,1.6123943,0.4581931,0.0869475,0.0244777,0.0156205,0.0616827,4.2776634,0
83202038: Ward 38,36.6079192,9.3285993,2.6276079,11.3012705,6.0186367,4.9218382,6.3005038,5.8404854,1.7787746,0.3474674,0.1548117,0.1636196,10.1022507,4.506215
83202039: Ward 39,37.9251605,24.3600919,2.5732845,9.8203608,8.6884293,4.335151,2.4654865,1.2955118,0.4793224,0.0307483,0.0331422,0.0250594,4.2382966,3.7299547
83203001: Ward 1,29.0960681,22.3712738,3.8984974,20.8595347,8.734504,6.0547028,2.5770666,1.6164477,0.3850768,0.1697159,0.0623501,0.0396839,3.7382392,0.3968389
83203002: Ward 2,26.4273618,18.9880131,3.9808101,27.8324015,9.5421059,2.7347875,1.0529233,0.7875744,0.2727663,0.1737199,0.0269187,0.0717194,4.7181699,3.3907282
83203003: Ward 3,34.4533818,16.8127437,4.2107001,9.5370542,6.7140799,3.5056884,2.5588616,1.5237775,0.2236447,0.1121603,0.0255127,0.0509621,8.8557509,11.4156821
83203004: Ward 4,31.992004,33.0337921,6.014493,14.2140639,6.9113179,2.6970183,1.2488129,0.6239045,0.1814911,0,0,0,2.4207648,0.6623374
83203005: Ward 5,42.7265468,14.9025383,3.4435727,10.6866277,6.9885636,6.5877849,5.8322499,2.5323568,0.5099842,0.1204178,0.1676482,0.0414327,5.4602765,0
83203006: Ward 6,35.7162301,18.5593101,4.5620249,10.8197283,6.3858114,4.0516935,3.5494015,1.5123928,0.2055331,0.0346867,0.0334592,0.016942,3.8353996,10.7173867
83203007: Ward 7,38.8165892,14.6295545,3.7062434,14.3817578,9.1464438,6.5538236,4.5047339,1.5288006,0.5505393,0.0338764,0.0354815,0.1034799,5.9202445,0.0884318
83203008: Ward 8,37.9221984,11.501691,2.5760915,8.4123673,5.7135961,5.8223747,5.7503136,5.659322,2.0801687,0.5475679,0.2678969,0.1451575,5.7322863,7.8689679
83203009: Ward 9,31.3245989,3.239992,1.7931874,7.7190748,6.3346542,8.3140407,11.4416269,7.7243408,1.5917391,0.5394507,0.2127005,0.2475228,13.892028,5.6250433
83204001: Ward 1,49.1319808,24.9082738,3.5003418,9.6901767,4.6257577,1.795768,1.3367497,0.5715044,0.2243899,0.02429,0.0241724,0.0160557,4.1435537,0.0069854
83204002: Ward 2,44.9705045,31.8322744,3.7062723,9.3360211,2.5177835,0.6774076,0.6074726,0.2122283,0.0577596,0.005176,0.005176,0.010622,6.0613018,0
83204003: Ward 3,43.3745701,25.6740147,4.9379957,9.269333,4.2440674,1.626905,1.3004996,0.410181,0.1492912,0.0072129,0.0137343,0.0197353,8.9724597,0
83204004: Ward 4,45.9066271,23.4132577,4.1839839,9.1740494,4.7282326,2.7479014,2.8350834,1.4669506,0.2322469,0.0398225,0.0398225,0.0257354,5.2062868,0
83204005: Ward 5,41.8047885,32.4013151,3.1153346,10.7667462,2.5774329,1.2199068,0.8394669,0.419424,0.0527129,0.0176572,0,0.0261182,6.7590968,0
83204006: Ward 6,33.5815377,17.1947157,3.8238844,19.4193815,5.9504668,2.6508358,2.4447761,1.8737525,0.626709,0.1569231,0.076614,0.0428545,9.4495026,2.7080463
83204007: Ward 7,27.3440348,13.702997,4.987278,32.1252664,6.9448949,1.9556838,1.2539967,1.0099808,0.435028,0.1000173,0.1298412,0.0663584,7.0768269,2.8677957
83204008: Ward 8,44.3027394,31.9803489,2.766839,10.2690327,2.6473681,1.3480069,1.7239742,0.5294307,0.1132808,0.008087,0.008087,0,4.1949146,0.1078906
83204009: Ward 9,47.3306364,23.1002375,2.9618131,6.7816809,3.2340681,2.7694087,3.3843241,1.8966048,0.1849552,0.0495801,0.0244534,0.0177208,5.5590467,2.7054701
83204010: Ward 10,46.0561341,29.1518176,3.8863382,9.2467754,3.1004951,1.6825927,1.6543027,0.9248521,0.1441962,0.0168492,0,0.034157,4.1014898,0
83204011: Ward 11,45.4808584,27.7511298,6.3185235,10.1997936,2.5051159,1.4362883,1.1132073,0.7266833,0.2359161,0.0084869,0.0256835,0.0087098,4.1896037,0
83204012: Ward 12,46.3402175,34.5876457,2.739368,7.3579651,1.6103639,1.1722635,0.7244885,0.3208779,0.086818,0.0212149,0,0.010336,5.028441,0
83204013: Ward 13,52.0541315,24.6385053,1.6317316,5.6896807,1.3623652,0.6676127,0.7610844,0.476955,0.1123051,0.0222248,0.0796811,0,12.5037226,0
83204014: Ward 14,49.4740917,29.211195,3.6098716,7.8869531,2.5942077,1.4634356,1.6107291,0.9300973,0.1257766,0.042749,0.0330598,0,2.9526057,0.065228
83204015: Ward 15,47.9717021,30.4636782,3.2044849,9.2190984,2.0853888,1.1767964,0.6247687,0.3351779,0.0446332,0,0.0263179,0.0096187,4.8383349,0
83204016: Ward 16,47.9931559,32.7138651,2.8367582,8.2953735,1.9008105,1.1555869,0.8434704,0.4703939,0.101638,0.0117171,0.0446456,0.0336056,3.5989794,0
83204017: Ward 17,46.1153499,31.6414392,3.7080648,9.1645978,2.8387494,1.1562679,1.3875897,0.5550667,0.0328941,0.0305213,0,0.0301308,3.3393285,0
83204018: Ward 18,49.9713648,26.5706058,1.4546563,6.6417551,2.8320675,2.0110699,1.0934845,0.4916396,0.1693212,0.0110736,0.0551131,0.3498613,8.3479873,0
83204019: Ward 19,46.7565638,30.0945722,2.9160729,10.0224473,3.1472662,2.2233617,1.4514786,0.465265,0.1152407,0.0127271,0.024803,0.0251286,2.6997943,0.0452786
83204020: Ward 20,45.4617155,26.6511048,2.9776331,8.4530605,3.9350681,2.728685,2.7484446,0.9643781,0.1555067,0.042654,0.0352719,0.0274897,5.5496511,0.269337
83204021: Ward 21,45.1297362,28.6148884,2.6728472,5.9113317,3.7806726,1.7798641,1.2863852,0.8529915,0.2103544,0.0219677,0.0221756,0.0301164,9.6866689,0
83204022: Ward 22,41.4384747,21.5439058,3.0829285,7.7096097,4.2635873,3.7614627,3.8103733,2.8135676,0.349065,0.057957,0.0831135,0.0978577,10.9880974,0
83204023: Ward 23,49.0889973,21.6526959,2.7255961,11.0850346,2.5734362,1.7352903,1.445364,0.2156119,0.2148893,0.0140255,0.0284192,0.0291927,9.191447,0
83204024: Ward 24,31.9604641,21.9819561,4.2748677,9.816601,3.9632781,2.7137709,1.7520087,0.5641767,0.0948065,0.0291153,0.0291153,0.0186779,22.8011617,0
83204025: Ward 25,45.8193906,24.6228005,4.4505121,7.8826072,2.9353694,1.6458948,1.6124543,0.8136057,0.0660147,0.0134986,0.0269428,0.013129,10.0744259,0.0233542
83204026: Ward 26,44.3190882,17.7304675,4.4354283,11.2397832,3.5935257,2.9629754,2.601726,1.0860113,0.1430231,0.0529885,0,0,11.8349827,0
83204027: Ward 27,43.7645846,21.9918545,3.1119264,7.8754907,4.4628954,2.8979344,2.153395,1.1739964,0.2985983,0.04837,0.0499326,0.0680179,11.7721794,0.3308246
83204028: Ward 28,43.8540595,24.1663187,2.667841,10.5528423,3.976215,2.6953502,1.7285619,0.8719344,0.2367088,0,0,0.036019,9.1330222,0.0811272
83204029: Ward 29,37.8934926,18.9794152,3.5525206,13.6783522,6.0892058,3.0993096,2.5736557,1.7572164,0.5062988,0.0356851,0.0530248,0.0187846,11.6879002,0.0751384
83204030: Ward 30,27.1559251,13.9545885,6.0635477,22.5901871,6.6886136,3.1721917,3.4105392,3.7030705,1.8084687,0.3741278,0.1400627,0.1526488,6.6813322,4.1046963
83204031: Ward 31,36.3609946,23.8356995,3.473775,10.0793038,3.3020585,2.5781989,1.3778246,0.5176683,0.1032604,0.0156558,0,0.0447086,18.310852,0
83204032: Ward 32,43.9193275,27.7058989,2.0817553,8.6324566,3.0396659,2.6241346,1.272588,0.5168202,0.1779771,0.0789981,0.0339392,0.023104,9.8933346,0
