Geography,No income,R 1 - R 400,R 401 - R 800,R 801 - R 1 600,R 1 601 - R 3 200,R 3 201 - R 6 400,R 6 401 - R 12 800,R 12 801 - R 25 600,R 25 601 - R 51 200,R 51 201 - R 102 400,R 102 401 - R 204 800,R 204 801 or more,Unspecified,Not applicable
74203004: Ward 4,41.7745203,19.3821392,3.1921666,13.1082864,6.6270659,4.7341543,3.361413,1.2133035,0.3334282,0.0715107,0.0363799,0.0533205,6.1123114,0
74203005: Ward 5,42.9091404,23.200628,2.585524,14.9842339,8.3687506,3.7912497,2.0019968,0.4270674,0.0673974,0,0.0823332,0.0161283,1.5655503,0
74203006: Ward 6,38.3776986,18.2492752,2.6453228,15.4554871,8.0337088,4.927866,3.2149893,1.8723049,0.6810634,0.19934,0.1427239,0.0758439,4.9170765,1.2072997
74203007: Ward 7,37.9347977,18.0395416,4.2031122,11.4590915,9.0992139,4.1689373,1.677804,0.3781575,0.1596556,0.0111804,0.0117234,0,3.1079254,9.7488596
74203008: Ward 8,30.9621457,1.7962928,1.0907886,7.1379872,6.0875741,7.7587229,8.7519835,8.2665793,2.4592195,0.4264734,0.2029943,0.105616,17.9763008,6.9773218
74203009: Ward 9,21.4412157,0.9160845,1.1570571,3.6728534,4.9142379,7.4440605,9.7014303,10.2066962,6.6621287,2.24725,0.6747931,0.3584353,26.0379922,4.5657651
74203010: Ward 10,35.6938175,5.108103,2.1652913,6.6779712,6.0241096,6.6311851,8.2954479,7.3205136,3.3762487,1.1188307,0.423122,0.3469492,16.4446512,0.3737591
74203011: Ward 11,40.6043432,18.8101288,4.2730856,13.3398044,8.7680365,5.0393399,3.0343025,1.2338871,0.4107595,0.1544074,0,0,3.3301363,1.0017689
74203012: Ward 12,39.3350551,8.7442632,3.1441857,13.9406219,6.4976202,5.423948,4.5033367,2.8265219,0.6300631,0.3156585,0.0628542,0.0115912,7.0221237,7.5421567
74203013: Ward 13,43.9904792,26.8888914,2.9194341,12.0272366,6.5834801,3.4413421,1.818837,0.3618437,0.0676587,0.0427802,0.0412207,0.0136935,1.7564254,0.0466773
74801001: Ward 1,41.8431149,20.0018816,4.7097374,10.6100355,8.7298857,3.534513,0.8062286,0.2035393,0.0523871,0.0263076,0.0342594,0,8.3180154,1.1300946
74801002: Ward 2,48.2867895,19.6586104,3.9747617,8.0729875,7.631202,3.9208368,1.1364456,0.212266,0.0882029,0,0.0362417,0,6.9816561,0
74801003: Ward 3,48.5960592,4.3007657,3.5484036,9.7931276,5.9905592,6.084014,4.8618908,3.1654125,1.0696672,0.2146594,0.0975725,0.063486,6.9148396,5.2995428
74801004: Ward 4,46.2423189,16.4774174,4.1318942,10.5878296,10.5406053,6.607213,2.0716532,0.4912906,0.1106688,0.0280974,0.0174985,0.0088565,2.6846567,0
74801005: Ward 5,43.5067792,17.3153302,5.4484377,10.3322479,9.4883154,5.5518352,1.5282159,0.3011466,0.1328892,0.0146149,0.0299396,0.0743069,6.2759412,0
74801006: Ward 6,46.669505,7.9325003,2.3821082,8.3829611,5.9750629,6.795001,5.5457348,2.2384991,0.3932377,0.0145161,0.0591785,0.1024728,13.5092223,0
74801007: Ward 7,52.5515278,3.4731265,1.646837,4.4563691,5.3838666,7.6193783,9.6103727,6.1623189,1.0992276,0.1266713,0.1402168,0.0809921,5.4086998,2.2403956
74801008: Ward 8,47.3523268,4.5000539,2.3701751,6.9136917,6.733696,7.489462,6.5199866,3.0009066,0.5171444,0.0409418,0.0934773,0.0822464,14.3858914,0
74801009: Ward 9,44.4138809,5.0033789,1.5647409,5.6829703,6.1872389,9.0604397,10.3104099,8.7490842,2.5104088,0.414566,0.2555835,0.0903208,3.9824653,1.7745118
74801010: Ward 10,47.7005912,14.7613758,3.474573,11.8225276,8.3896485,6.20619,2.9072277,1.223423,0.2000958,0,0.0137345,0.013329,3.287284,0
74801011: Ward 11,49.2120955,14.2474011,2.5891958,8.8876167,7.6863606,6.4701031,5.849299,2.5647294,0.2128154,0.0436673,0.0352019,0.0344821,2.167032,0
74801012: Ward 12,43.7925516,16.8277427,3.3989267,13.8183453,8.4028015,6.9488282,2.9943976,0.7675388,0.2121673,0.0350567,0.0358543,0,2.7657891,0
74801013: Ward 13,41.4566331,5.442724,1.8870551,4.7741496,9.4375822,9.1719335,8.3058727,3.1024344,0.3497842,0.0581597,0.0113322,0,16.0023393,0
74801014: Ward 14,39.2903534,13.2774699,3.3194264,7.531932,8.8014976,8.0077755,5.0218764,3.0799994,0.7510235,0.135926,0.1087206,0.0819108,8.9854605,1.6066281
74801015: Ward 15,48.5106795,7.8262818,3.8217755,11.6123316,9.7044284,6.8809275,2.8477429,1.248554,0.2884567,0.0313137,0.046592,0,7.1809166,0
74801016: Ward 16,44.6609204,10.3742226,3.0932835,8.2076932,8.8544446,6.1307594,5.2984556,3.0878981,0.7901696,0.1563812,0.1229745,0.1105644,9.1036053,0.0086277
74801017: Ward 17,30.5991614,1.2014779,1.3678557,5.0958291,6.4603106,9.7334502,13.7784722,12.0495422,4.6270392,1.0743532,0.34011,0.2206996,8.4570341,4.9946647
74801018: Ward 18,25.1054966,0.9770978,1.0942432,3.786436,4.894108,8.5761376,13.4318549,13.3389337,5.1859863,1.5063503,0.4100794,0.3613482,19.5236997,1.8082282
74801019: Ward 19,42.1104683,16.0177667,3.7112721,11.7584057,7.8261353,6.200969,3.8359262,2.2413072,0.5374359,0.0849883,0.1223422,0.0533692,5.0518398,0.4477742
74801020: Ward 20,33.275398,3.3380128,1.7545991,9.8036569,10.1019765,10.0493223,9.6631201,5.8267094,1.7190228,0.3086155,0.1470665,0.0953064,11.6719921,2.2452017
74801021: Ward 21,24.4829011,0.6576148,0.6558807,2.7942258,4.6369855,5.5721279,10.2517516,13.3095439,7.4248226,2.3554487,0.6400324,0.5008122,14.7978231,11.9200297
74801022: Ward 22,30.0139737,0.8544591,1.1171267,4.2624761,5.4664909,7.2598267,13.6557091,13.863078,7.8945639,2.8333182,0.8308187,0.3060588,10.6497917,0.9923085
74801023: Ward 23,35.8049951,6.7543567,3.8129709,14.8758955,15.4190535,6.1180964,2.3443231,2.0228642,1.3915246,0.4713046,0.1017408,0.0613662,9.7471077,1.0744006
74801024: Ward 24,47.1176601,12.5364291,4.0491039,13.5865759,9.7592818,5.2871696,2.0739804,0.7045368,0.2141775,0.0190486,0.0265051,0.0550476,4.5704836,0
74801025: Ward 25,47.5344623,12.7019388,4.3648569,13.7436447,10.331132,4.712214,2.0182775,0.9737912,0.1885042,0,0.0166474,0.0521379,2.9238466,0.4385465
74801026: Ward 26,32.288962,2.9799832,1.7842571,5.3088168,7.7322702,7.6385972,7.2825163,4.2914753,1.1394704,0.1902044,0.1126035,0.0472454,10.0160427,19.1875555
74801027: Ward 27,36.7246091,13.7458823,6.0581001,13.3948858,12.8985148,4.9546353,2.0675013,1.1126474,0.3363066,0.0165665,0.0432175,0,5.7065841,2.9405493
74801028: Ward 28,33.3906862,0.6582873,0.6625145,2.1806911,4.6255953,5.1436934,9.068298,12.9127915,11.115934,6.5675289,1.7034817,1.0515089,10.9189891,0
74801029: Ward 29,29.3096033,2.2245143,1.3313373,8.954578,8.4449211,6.5816855,9.445982,10.4845591,6.3523333,2.768845,0.6317417,0.2027678,12.9232662,0.3438654
74801030: Ward 30,39.3564214,15.5998126,4.7203134,17.9592547,9.0582968,3.1109336,2.1489349,1.52873,0.5506998,0.2417046,0.0837778,0.0281063,5.6130142,0
74801031: Ward 31,32.9084192,14.9000411,4.2210124,14.2849362,11.3114599,5.6460885,3.4643426,1.8321242,0.6364226,0.1741031,0.1465771,0.1381815,7.2681975,3.068094
74801032: Ward 32,31.9621492,13.9493095,3.6521782,20.6618851,13.6343668,3.8757397,2.8123736,1.9202908,0.9002868,0.2801427,0.1145674,0.0672601,6.1694501,0
74801033: Ward 33,30.9032586,6.6584834,4.0943874,12.3462406,16.7992782,6.3731521,3.6044779,3.1569503,1.7915497,0.745147,0.1607599,0.1822855,9.717449,3.4665804
74801034: Ward 34,39.5078753,21.007825,5.1450414,10.7537754,8.8283763,3.0873796,0.9816188,0.3280247,0.0728917,0.007923,0.0076891,0.0082381,10.2633415,0
74802001: Ward 1,40.2786239,11.9070881,4.1026365,18.6079749,9.5717169,4.2039568,2.7503531,1.9461828,0.6406319,0.2246445,0.0297841,0,5.6998766,0.0365299
74802002: Ward 2,42.8915477,9.6782967,3.1616537,10.3730942,7.004185,6.2627248,5.7548635,4.9976729,1.0725033,0.1499392,0.0932127,0.0897002,7.9534025,0.5172038
74802003: Ward 3,38.9875457,3.7942,2.6933506,10.1294169,8.1369922,8.2974027,7.4781934,4.7249995,1.5395098,0.3275677,0.1775441,0.0934956,13.6197817,0
74802004: Ward 4,38.1578673,3.1095915,3.4535914,10.3567703,11.2272537,8.3418916,9.5093446,6.037355,1.3221524,0.1416326,0.1426588,0.0285318,8.1713591,0
74802005: Ward 5,37.5134801,5.6777466,2.3543083,7.1949389,11.0815081,10.2361514,9.6196853,6.2893821,1.4343991,0.1182022,0.1125653,0.0879022,4.6835995,3.5961311
74802006: Ward 6,30.8731595,2.0193207,1.3611481,5.1436266,7.0018151,8.8928472,12.0169777,10.4535921,3.5619554,0.596786,0.3260172,0.3191247,17.4336296,0
74802007: Ward 7,33.5558207,1.5356797,1.2633873,4.2703222,5.2965852,9.4947469,12.4391471,11.7779066,4.6923905,0.7861874,0.404769,0.1845009,14.1716335,0.1269229
74802008: Ward 8,41.7359447,6.9692338,1.92062,8.0607156,5.741933,6.8123553,6.1070123,3.1075476,0.6352081,0.0484103,0.0478505,0.0595535,3.2255398,15.5280755
74802009: Ward 9,37.6067564,4.6718387,2.4256062,7.8067623,5.844326,5.9367156,9.3662203,8.9948814,3.3642645,0.7613465,0.2638208,0.2737415,10.2643353,2.4193843
74802010: Ward 10,50.5703993,15.7425808,4.4941856,9.0203876,5.8145095,6.0089497,4.1661704,1.5708715,0.2849598,0.0286914,0,0.0489005,2.2493941,0
74802011: Ward 11,48.3152773,6.9381396,3.4052318,8.0509879,5.9906717,5.8123117,7.7862203,4.5099553,0.5575005,0.2367149,0.0310213,0.0289635,8.3370042,0
74802012: Ward 12,42.065901,26.6427412,5.7547874,11.5748591,7.8233971,2.9016432,0.8734666,0.1796892,0.0546282,0,0,0,2.1288869,0
74802013: Ward 13,49.8371866,11.9717993,3.4786972,8.4035044,9.2320162,6.7898351,4.1334063,2.8108083,0.3443959,0.0330246,0.0480326,0.061997,2.8552963,0
74802014: Ward 14,40.1677673,19.4537241,4.4198286,11.2946584,11.2424142,8.0186882,1.9346998,0.4020419,0.1142039,0.0302049,0,0,2.9217686,0
74802015: Ward 15,46.4965221,21.5412282,4.0858742,10.1941601,7.4698675,4.3742651,2.0550985,0.7155762,0.2518617,0,0,0.0327315,2.7828148,0
74802016: Ward 16,44.385654,12.2489135,3.1857921,11.6770355,7.6128806,7.7603069,5.3270322,2.0823317,0.3533672,0.0454874,0.0449536,0.0310377,5.2452075,0
74802017: Ward 17,47.2032238,15.9903046,3.1961654,12.8149464,6.848536,6.0337927,4.1619159,1.5141886,0.2783638,0,0.1448565,0,0.9435987,0.8701075
74802018: Ward 18,42.3652434,15.3932124,4.0659951,15.4711032,8.5547915,7.1331829,3.5527935,1.1879354,0.1616781,0.0157234,0.0319251,0,2.066416,0
74802019: Ward 19,43.7527456,23.0455658,6.3251585,9.3011421,6.7443754,4.6018075,2.1148309,0.745148,0.2263093,0.0521334,0.0258673,0.0252373,3.0396791,0
74802020: Ward 20,42.792651,18.5148624,2.942891,10.0989812,7.8886402,7.608132,4.9192967,2.5235217,0.3060889,0.0271729,0.0129971,0.0133215,2.3514434,0
74802021: Ward 21,44.9831468,15.4560587,4.4211326,15.1429052,7.2894018,5.3941163,3.0211209,0.9958736,0.1340724,0.026276,0.0281523,0,3.1077435,0
74802022: Ward 22,42.2825583,15.9416573,3.502431,11.1140496,10.235161,7.1536717,3.5290995,1.5168517,0.3034105,0,0.051293,0.0247624,4.3450541,0
74803001: Ward 1,32.3188222,4.3908883,2.5708269,5.4458522,19.0664023,20.8473171,4.6543067,1.972871,0.2897594,0.0624459,0,0.1285309,8.2519772,0
74803002: Ward 2,21.8309891,1.564587,1.5020875,3.2869377,8.6047282,23.3766715,9.1406974,6.0994665,1.5184904,0.3676544,0.1252336,0.1350225,19.9390891,2.508345
74803003: Ward 3,2.7068183,0.4181096,1.1591818,0.8588758,10.6329219,71.6050108,5.9227342,0.0430826,0,0,0.0367142,0,6.6165509,0
74803004: Ward 4,47.3292737,3.3660196,2.1021511,4.9343549,5.9722699,13.1166758,9.4377437,5.8178091,1.679008,0.1348528,0.0651813,0.0921981,5.9524621,0
74803005: Ward 5,32.3942443,3.66591,2.0156714,6.3796741,9.1602276,22.4169955,7.0064666,4.1186608,1.2485572,0.1590155,0.1620813,0.0959327,11.1765632,0
74803006: Ward 6,43.979095,2.4066987,1.9667874,4.0913766,4.2146434,6.774842,10.2568621,9.5843439,3.0944534,0.478574,0.2184309,0.3691815,12.5647111,0
74803007: Ward 7,45.9423277,21.1074047,4.4367659,8.0319916,6.2369567,5.6706675,2.6086667,1.0489394,0.1242419,0.0279535,0.0262771,0,4.7378071,0
74803008: Ward 8,43.1434041,23.3168137,5.3197733,8.7981209,5.6628422,5.4020206,1.6099256,0.422089,0.1175379,0.0119893,0.0116353,0,6.1838478,0
74803009: Ward 9,36.675153,34.3446228,5.1662295,6.1671721,5.5344858,3.911024,0.6553007,0.095313,0.0753381,0,0.0196487,0,7.3557121,0
74803010: Ward 10,44.2189458,16.7208419,6.4024386,9.2249189,7.3307971,6.3387481,1.477691,0.1985051,0.2114953,0,0.0290718,0.0157648,6.7325315,1.0982501
74803011: Ward 11,54.7099581,13.6128969,5.3983019,5.9990373,5.6441028,4.5191724,0.8183913,0.3066561,0.1198257,0.0242133,0,0,8.82681,0.0206341
74803012: Ward 12,49.5118917,8.5073778,3.7401177,8.3091898,8.0729243,8.9695331,3.9569596,1.0080128,0.1146984,0,0.0715351,0.0423474,7.6954125,0
74803013: Ward 13,44.0345535,15.0897783,4.0563575,8.7362442,8.6870858,8.8580338,2.8473252,0.5756085,0.091354,0,0.0380557,0.0568762,6.9287273,0
74803014: Ward 14,54.3021533,12.7283434,4.8689147,5.1121652,5.6063616,6.1684632,0.8130862,0.1318773,0.0174786,0,0.0485899,0,10.2025666,0
74803015: Ward 15,54.9552386,14.4440078,4.0314903,7.3229721,6.7977295,6.2698793,1.8759384,0.753974,0.1214462,0.0177557,0.0357851,0.0356932,3.3380898,0
74803016: Ward 16,41.6658517,10.1281841,6.090792,10.7021155,8.9589442,6.445964,2.6377028,0.916104,0.2937831,0.091871,0.0153118,0.0306237,10.2989545,1.7237977
74804001: Ward 1,40.5611057,19.8620004,4.5091699,14.1970188,7.6017172,4.8909192,1.9569396,0.8563425,0.3072833,0.0110383,0.070113,0.0836105,5.0927416,0
74804002: Ward 2,42.7449048,21.3481599,4.0845708,10.6287981,6.1657122,4.2588315,1.6403892,0.4637188,0.1106254,0.0328356,0.0424239,0,7.1117731,1.3672566
74804003: Ward 3,41.2061984,27.3543896,7.6761489,10.8932825,5.3889279,3.3464183,0.3644885,0.1227623,0.0883905,0.0174,0.0174,0,3.524193,0
74804004: Ward 4,43.5350106,26.4514639,7.0154919,9.316038,6.4254075,2.9699783,0.6265005,0.102093,0.0887896,0.0130673,0.0249905,0,3.4311689,0
74804005: Ward 5,28.0671974,5.4854587,3.1956367,4.5474649,15.9962149,19.6754571,4.7980251,3.0280834,0.5537202,0.0382238,0.0891735,0.090152,14.4351923,0
74804006: Ward 6,43.5974077,18.9811671,4.5106344,12.93229,5.7452001,6.2494075,3.0044814,0.5426724,0.0387344,0.0210958,0.0606854,0.0196898,2.1525951,2.1439388
74804007: Ward 7,48.4578833,17.2607644,2.6575741,10.9299056,4.7351211,6.9650385,4.0803845,1.2333307,0.2905302,0.0150885,0.0736294,0.0156886,2.5264296,0.7586314
74804008: Ward 8,50.1577391,23.1683186,4.5739816,9.4478725,4.413859,3.3163128,1.1184294,0.5721277,0.1519282,0.0573453,0.0375864,0.03838,2.9461194,0
74804009: Ward 9,49.1971166,21.7478534,4.6705191,12.145562,4.574964,4.4718417,0.9176965,0.3444135,0.076948,0.0187351,0.0200729,0,1.6168598,0.1974173
74804010: Ward 10,48.1874563,18.3388537,3.0144152,14.2378041,5.3882043,4.963353,2.4112493,0.8435505,0.1572614,0.0173071,0.0358501,0,2.4046949,0
74804011: Ward 11,18.5528368,3.1060693,0.7187511,2.4611105,4.5320435,38.2209045,6.4881279,2.9583455,0.7597304,0,0.018879,0.0593266,18.4767429,3.6471319
74804012: Ward 12,34.2456752,4.3433619,2.5848194,6.6633722,6.5698909,8.8860106,7.0224947,4.7119529,0.7844406,0.1062587,0.0197381,0.0653188,7.2045789,16.792087
74804013: Ward 13,27.9032044,4.3230724,1.4394437,1.65535,4.7084674,19.4606024,5.7617328,0.7094716,0.3481556,0.1419681,0.0312457,0.015506,4.2196572,29.2821226
74804014: Ward 14,14.5600863,1.77295,0.9744384,2.7483053,8.3225312,50.6392036,6.2907793,1.971059,0.6431038,0.1243148,0.034513,0.0124638,6.708842,5.1974096
74804015: Ward 15,33.3857192,2.5420487,1.8977259,3.1763124,5.3628885,19.314323,11.0895564,5.0838164,1.0040072,0.1201945,0,0.0229223,13.7195786,3.2809069
74804016: Ward 16,32.7239351,2.2627535,1.4407321,5.1099889,7.1086771,9.0541255,10.4397277,7.1140028,1.8767799,0.2939426,0.1127887,0.097198,19.2309239,3.1344242
74804017: Ward 17,26.6094392,2.5443389,2.9497871,5.2996189,6.8024346,8.9842382,10.6441136,7.2382746,2.6513186,0.6335498,0.4642929,0.1483535,22.5078072,2.522433
74804018: Ward 18,30.786285,1.2809654,1.3006301,3.9290484,6.0876307,10.3322139,11.8122443,7.3839056,1.5611541,0.2027405,0.167306,0.042472,20.900051,4.2133531
74804019: Ward 19,0,0,0,0,0,0,0,0,0,0,0,0,0,100
74804020: Ward 20,47.7781471,13.2035234,2.4656981,6.4768809,7.7301283,13.3870556,2.4841197,0.4991454,0.2671821,0,0.0117766,0.0125506,5.6323606,0.0514316
74804021: Ward 21,31.2125286,4.389278,2.5306251,6.1531328,6.8669523,11.1374211,5.3729123,4.5633028,1.6307738,0.3472457,0.1178493,0.0777536,25.6002246,0
74804022: Ward 22,38.7383274,14.1686862,5.0100176,12.3624709,4.9571535,3.322357,1.5145556,0.7218444,0.2119313,0,0.1013039,0.224593,18.6667591,0
74804023: Ward 23,49.5633789,10.2704134,2.6622613,4.6186805,6.0286076,13.05027,4.8223308,1.0101973,0.3467396,0.0336059,0.034015,0.0336059,7.5258939,0
74804024: Ward 24,31.1524947,8.8465605,2.7262459,8.0693618,5.2470164,7.9655652,6.6826877,5.4438636,2.1822046,0.6715177,0.1370512,0.1961889,13.751983,6.9272589
74804025: Ward 25,45.7082447,20.1141338,4.4924471,11.523932,5.1609817,4.8200045,1.7205675,0.9678882,0.1134584,0.0491947,0.0466415,0,5.282506,0
74804026: Ward 26,38.4938541,18.3097614,4.1949137,9.937328,6.693653,5.127033,3.1585247,1.6789753,0.4042176,0.0444612,0.0325731,0.0093164,11.319141,0.5962476
74804027: Ward 27,31.9682678,2.7684504,2.4886413,4.0353716,9.4331634,19.7003974,6.5320536,3.7179301,1.6050127,0.6269254,0.0703104,0.0236432,12.4758962,4.5539365
74804028: Ward 28,43.9955003,2.5698604,0.9650945,3.6758476,5.7142237,8.0075422,9.5266723,8.6032752,2.5284037,0.6007687,0.1289011,0.1272582,13.4662435,0.0904088
79700001: Ward 1,39.9457607,8.7572363,3.3745138,6.2355617,9.9665568,5.8890651,3.9912702,4.2775219,3.3057714,2.4386471,0.7333427,0.251746,10.064151,0.7688552
79700002: Ward 2,45.0084118,9.0745706,2.6135959,7.6559854,11.3326825,9.0244895,4.5406032,1.0150051,0.1913663,0.0208651,0.0317597,0.0282831,9.4623815,0
79700003: Ward 3,48.5096623,11.1675571,3.1607511,6.9462711,12.2494727,8.1306526,2.9305197,1.0121252,0.1584808,0.0524971,0.0177709,0.0540602,5.6101791,0
79700004: Ward 4,47.7032434,6.8370059,3.0479529,6.940739,12.8686384,12.0454797,3.1606944,0.7221962,0.1484907,0.0086809,0.0558856,0.0262245,6.4347684,0
79700005: Ward 5,44.8379522,8.7624245,2.5291529,9.4801864,11.5153734,9.0670059,2.9434133,0.5876847,0.0603761,0.0087017,0.0124552,0.0518578,10.143416,0
79700006: Ward 6,45.9566,9.3920552,2.3648793,8.4026219,10.5312396,9.971431,3.948492,0.9781216,0.1621975,0.0077058,0.0350688,0.0277368,8.2218506,0
79700007: Ward 7,45.8182157,8.0751715,2.199614,7.5735173,10.3830941,9.8738324,5.4052295,1.4182675,0.193192,0.0368891,0.0235626,0.0140102,8.9149435,0.0704608
79700008: Ward 8,47.3622124,8.7243311,2.7495572,8.3972576,10.9506273,7.4310317,3.4069626,0.9134819,0.1137713,0.0538056,0.0541617,0.0109884,9.8318111,0
79700009: Ward 9,44.3957605,3.4914472,1.8134489,6.6899961,10.9452776,10.5267305,5.8058626,1.4995826,0.2163873,0.0092695,0.0484662,0.0494391,14.0551637,0.4531681
79700010: Ward 10,41.0933294,6.6241938,2.3993225,8.1629467,11.1050665,9.2684889,3.8728378,1.14963,0.1472441,0.0183605,0.008987,0.0272464,16.0795929,0.0427534
79700011: Ward 11,50.930807,8.0633764,2.8086677,8.8518586,12.8184538,7.8801927,2.2381217,0.5986237,0.140648,0.0107929,0.0412582,0.0144604,5.6027389,0
79700012: Ward 12,46.8051466,6.0088109,2.3612296,6.1856044,11.3474661,8.4360255,3.7449907,1.3645794,0.2469775,0.0289132,0.0378369,0.0095121,13.4229072,0
79700013: Ward 13,36.0951859,3.553769,1.3064566,4.2485445,6.7657214,7.3217377,9.2587167,10.3093847,4.7993882,0.8043204,0.2931242,0.3082095,14.7157,0.2197415
79700014: Ward 14,46.7417657,9.2688278,2.4585277,8.5783968,9.3035278,7.6643528,3.358297,0.8182935,0.1738084,0.0310919,0.0301662,0.0301556,11.5427888,0
79700015: Ward 15,24.1678842,0.9689157,0.9590561,3.4607793,4.8125215,7.5455291,13.1210779,14.4250218,6.846366,1.9951118,0.4257694,0.3736361,20.5281096,0.3702214
79700016: Ward 16,25.313398,1.2942792,1.079544,4.120369,6.3842543,8.5734111,11.592894,11.7258328,5.2870294,1.5538235,0.3757125,0.3365073,19.7131398,2.649805
79700017: Ward 17,31.7453291,1.0316969,1.1532029,3.550424,5.9465589,8.7390191,12.8346781,11.216775,4.2594857,0.8899609,0.3327683,0.2304449,14.5146686,3.5549876
79700018: Ward 18,25.2979891,1.1793856,1.0871879,2.9220254,4.6643301,6.6041185,11.8714393,15.7031408,9.5051928,2.6757572,0.7120542,0.5815989,16.0332855,1.1624947
79700019: Ward 19,26.014361,1.0869239,0.9502311,3.1931164,6.1672209,6.4945033,10.4217499,13.1301611,9.4125943,4.1774377,1.1993464,0.774972,16.1129742,0.8644079
79700020: Ward 20,25.6608613,1.2544579,1.2372697,3.7060871,6.6813039,7.4935809,10.7649812,11.9760754,8.3322321,3.5974087,1.180739,0.7708107,14.2284704,3.1157218
79700021: Ward 21,33.8637529,6.3333871,2.9189404,7.9269095,11.472346,9.0919391,7.6591946,5.30463,1.8160486,0.4546926,0.1865784,0.0940954,10.3096105,2.5678749
79700022: Ward 22,27.4348294,1.4817943,1.3312512,4.4056886,6.6589741,8.9067658,12.4200045,12.156226,5.7090173,1.2551895,0.4183551,0.3623991,17.4458245,0.0136807
79700023: Ward 23,24.8091536,0.9990142,0.8137419,3.669421,5.5578625,8.2490123,12.5878519,13.6583702,6.7243027,1.679448,0.4309016,0.2986058,20.2300322,0.292282
79700024: Ward 24,36.1046862,7.2220991,1.9549413,6.7816213,7.2413109,6.3990932,7.6247442,8.0510954,3.3975567,0.7711388,0.259053,0.1811798,11.049213,2.9622672
79700025: Ward 25,43.6670239,14.1457038,3.4049688,9.6008213,8.9894047,5.5654062,3.239781,1.9761807,0.5728461,0.1526336,0.0631255,0.0400608,7.9874686,0.594575
79700026: Ward 26,48.6891816,18.5872662,4.2332643,9.2809236,8.5020144,4.1478752,1.1875809,0.3627814,0.1374615,0.0071416,0.0210292,0.0034483,4.840032,0
79700027: Ward 27,26.4284309,0.7824126,0.9158247,3.5694919,4.803007,7.7952216,11.5408739,13.0528299,7.6820986,2.7356894,0.7610689,0.4359131,18.2271041,1.2700335
79700028: Ward 28,26.9170982,1.2109524,1.0121322,4.3058166,4.9167432,6.8790187,10.9368492,12.4434613,7.8519457,3.0761293,0.8169733,0.4863635,17.6883155,1.4582008
79700029: Ward 29,48.3893379,8.2172442,2.2711778,9.8301572,8.1031111,7.9241814,5.3182458,2.4242006,0.5785867,0.1855532,0.0280558,0.0725761,6.354969,0.302603
79700030: Ward 30,42.9322571,12.662036,3.1682588,10.4537419,10.0038276,6.4982281,2.4896773,0.7738965,0.1811124,0.0157203,0.0256754,0.0204259,10.7751427,0
79700031: Ward 31,35.005531,4.4455619,2.058795,6.4790452,6.6203933,6.4769804,8.3934034,7.6860741,3.168904,0.8192917,0.220276,0.2038073,17.8016331,0.6203037
79700032: Ward 32,27.9093991,1.4688397,1.0625487,4.4320736,5.2346969,7.7750224,11.9741814,12.1749001,5.7472517,1.4155232,0.4185565,0.309134,16.7248522,3.3530205
79700033: Ward 33,36.1204361,6.0212821,3.3334627,8.2638091,11.7159085,8.0523775,4.8523891,3.7394605,1.5176723,0.3401512,0.1448688,0.1172989,14.9366452,0.8442379
79700034: Ward 34,50.8397587,8.8120029,2.0966373,10.0360097,7.4452271,6.8798988,4.2268662,1.8742375,0.3912337,0.0734326,0.049355,0.0371874,7.238153,0
79700035: Ward 35,42.701157,8.2609604,2.7514683,6.360493,10.1514713,9.6081636,6.1193385,3.3095606,0.9037619,0.2073414,0.0722978,0.0586269,9.0718531,0.4235063
79700036: Ward 36,34.5932451,2.7855082,1.5391808,5.5048183,7.3400496,8.8168475,12.1253173,9.4974874,3.8713027,0.8018684,0.2832413,0.2248633,11.3152612,1.3010089
79700037: Ward 37,31.4304823,1.1055604,1.1517669,4.4219948,5.0003947,8.3379588,13.6737617,13.2634803,6.4018959,1.6099502,0.3640797,0.3057368,11.0601847,1.8727526
79700038: Ward 38,32.5783922,0.9077929,0.7735202,3.6048075,3.8239804,6.0864267,12.197313,15.0969281,8.4280169,2.2367789,0.3843839,0.3413467,13.391844,0.1484687
79700039: Ward 39,37.2429887,3.2137329,1.6796606,5.4149804,6.1635039,7.5798562,10.7494575,10.7828528,3.7765971,0.7029596,0.2571068,0.1950318,12.2412717,0
79700040: Ward 40,46.8743099,8.0491467,2.1043971,6.1615473,6.254575,7.2363537,7.393877,5.4152728,1.1789478,0.0850153,0.0916919,0.1029007,9.0519647,0
79700041: Ward 41,44.561191,12.3173825,2.7493207,6.9847267,8.2732048,7.4488631,5.7048227,3.2405067,0.8116909,0.1297438,0.0603587,0.0610592,7.6571292,0
79700042: Ward 42,39.6617933,9.6712825,2.6636657,6.6845168,8.3012667,7.3263656,5.8832883,5.0144221,1.8494015,0.3831424,0.1463157,0.1261889,12.2050812,0.0832693
79700043: Ward 43,37.1344477,1.828676,0.8837285,3.3553944,3.7574201,6.0863668,11.4469355,12.7083695,5.4680319,1.4618461,0.4341642,0.279093,14.3879229,0.7676035
79700044: Ward 44,49.4243835,7.3939893,2.2119583,7.0366545,6.230149,7.0679206,8.1552191,5.1984377,0.8081262,0.1203617,0.1121727,0.0614898,6.1697929,0.0093447
79700045: Ward 45,50.1721619,10.0688772,3.0783827,7.6791716,7.3566794,6.5621971,5.0847497,2.6997016,0.4401958,0.0310726,0.0607543,0.0302834,6.3116084,0.4241643
