Summation Options,Geography,Highest educational level,Count
Person weighted,10102003: Ward 3,NTC III /N3/ NIC/ V Level 4,0.1388257
Person weighted,10102003: Ward 3,N4 / NTC 4,0.1250717
Person weighted,10102003: Ward 3,N5 /NTC 5,0.0471713
Person weighted,10102003: Ward 3,N6 / NTC 6,0.1496251
Person weighted,10102003: Ward 3,Certificate with less than Grade 12 / Std 10,0.0447394
Person weighted,10102003: Ward 3,Diploma with less than Grade 12 / Std 10,0.1581653
Person weighted,10102003: Ward 3,Certificate with Grade 12 / Std 10,0.415961
Person weighted,10102003: Ward 3,Diploma with Grade 12 / Std 10,0.9569313
Person weighted,10102003: Ward 3,Higher Diploma,0.788546
Person weighted,10102003: Ward 3,Post Higher Diploma Masters; Doctoral Diploma,0.0479374
Person weighted,10102003: Ward 3,Bachelors Degree,0.4678253
Person weighted,10102003: Ward 3,Bachelors Degree and Post graduate Diploma,0.2473492
Person weighted,10102003: Ward 3,Honours degree,0.1661493
Person weighted,10102003: Ward 3,Higher Degree Masters / PhD,0.061088
Person weighted,10102003: Ward 3,Other,0.1477756
Person weighted,10102003: Ward 3,No schooling,5.6128481
Person weighted,10102003: Ward 3,Unspecified,0
Person weighted,10102003: Ward 3,Not applicable,12.3569251
Person weighted,10102003: Ward 3,Total,100
Person weighted,10102004: Ward 4,Gade 0,4.2713444
Person weighted,10102004: Ward 4,Grade 1 / Sub A,3.3897347
Person weighted,10102004: Ward 4,Grade 2 / Sub B,3.1206468
Person weighted,10102004: Ward 4,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.7327865
Person weighted,10102004: Ward 4,Grade 4 / Std 2,4.2844041
Person weighted,10102004: Ward 4,Grade 5 / Std 3/ABET 2,4.6741663
Person weighted,10102004: Ward 4,Grade 6 / Std 4,7.432886
Person weighted,10102004: Ward 4,Grade 7 / Std 5/ ABET 3,8.8745793
Person weighted,10102004: Ward 4,Grade 8 / Std 6 / Form 1,8.9322511
Person weighted,10102004: Ward 4,Grade 9 / Std 7 / Form 2/ ABET 4,7.0607508
Person weighted,10102004: Ward 4,Grade 10 / Std 8 / Form 3,7.2453073
Person weighted,10102004: Ward 4,Grade 11 / Std 9 / Form 4,3.4070171
Person weighted,10102004: Ward 4,Grade 12 / Std 10 / Form 5,10.1527719
Person weighted,10102004: Ward 4,NTC I / N1/ NIC/ V Level 2,0.0745481
Person weighted,10102004: Ward 4,NTC II / N2/ NIC/ V Level 3,0.035133
Person weighted,10102004: Ward 4,NTC III /N3/ NIC/ V Level 4,0.1476505
Person weighted,10102004: Ward 4,N4 / NTC 4,0.1179714
Person weighted,10102004: Ward 4,N5 /NTC 5,0.059195
Person weighted,10102004: Ward 4,N6 / NTC 6,0.1213197
Person weighted,10102004: Ward 4,Certificate with less than Grade 12 / Std 10,0.0191685
Person weighted,10102004: Ward 4,Diploma with less than Grade 12 / Std 10,0.0317786
Person weighted,10102004: Ward 4,Certificate with Grade 12 / Std 10,0.2168942
Person weighted,10102004: Ward 4,Diploma with Grade 12 / Std 10,0.6088944
Person weighted,10102004: Ward 4,Higher Diploma,0.8465322
Person weighted,10102004: Ward 4,Post Higher Diploma Masters; Doctoral Diploma,0.0426258
Person weighted,10102004: Ward 4,Bachelors Degree,0.253872
Person weighted,10102004: Ward 4,Bachelors Degree and Post graduate Diploma,0.1127089
Person weighted,10102004: Ward 4,Honours degree,0.0927411
Person weighted,10102004: Ward 4,Higher Degree Masters / PhD,0.1060344
Person weighted,10102004: Ward 4,Other,0.0501185
Person weighted,10102004: Ward 4,No schooling,7.1357972
Person weighted,10102004: Ward 4,Unspecified,0
Person weighted,10102004: Ward 4,Not applicable,13.3483704
Person weighted,10102004: Ward 4,Total,100
Person weighted,10102005: Ward 5,Gade 0,3.7641792
Person weighted,10102005: Ward 5,Grade 1 / Sub A,2.9787933
Person weighted,10102005: Ward 5,Grade 2 / Sub B,2.1621444
Person weighted,10102005: Ward 5,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.8522895
Person weighted,10102005: Ward 5,Grade 4 / Std 2,3.197204
Person weighted,10102005: Ward 5,Grade 5 / Std 3/ABET 2,3.501607
Person weighted,10102005: Ward 5,Grade 6 / Std 4,4.9996577
Person weighted,10102005: Ward 5,Grade 7 / Std 5/ ABET 3,7.586656
Person weighted,10102005: Ward 5,Grade 8 / Std 6 / Form 1,9.9888682
Person weighted,10102005: Ward 5,Grade 9 / Std 7 / Form 2/ ABET 4,7.8179383
Person weighted,10102005: Ward 5,Grade 10 / Std 8 / Form 3,8.5338936
Person weighted,10102005: Ward 5,Grade 11 / Std 9 / Form 4,4.978899
Person weighted,10102005: Ward 5,Grade 12 / Std 10 / Form 5,16.3093601
Person weighted,10102005: Ward 5,NTC I / N1/ NIC/ V Level 2,0.0468395
Person weighted,10102005: Ward 5,NTC II / N2/ NIC/ V Level 3,0.0788593
Person weighted,10102005: Ward 5,NTC III /N3/ NIC/ V Level 4,0.2533258
Person weighted,10102005: Ward 5,N4 / NTC 4,0.1750734
Person weighted,10102005: Ward 5,N5 /NTC 5,0.1737568
Person weighted,10102005: Ward 5,N6 / NTC 6,0.2218141
Person weighted,10102005: Ward 5,Certificate with less than Grade 12 / Std 10,0.0775445
Person weighted,10102005: Ward 5,Diploma with less than Grade 12 / Std 10,0.1715999
Person weighted,10102005: Ward 5,Certificate with Grade 12 / Std 10,0.5396104
Person weighted,10102005: Ward 5,Diploma with Grade 12 / Std 10,1.4186862
Person weighted,10102005: Ward 5,Higher Diploma,1.3313189
Person weighted,10102005: Ward 5,Post Higher Diploma Masters; Doctoral Diploma,0.1988511
Person weighted,10102005: Ward 5,Bachelors Degree,0.4233744
Person weighted,10102005: Ward 5,Bachelors Degree and Post graduate Diploma,0.1169277
Person weighted,10102005: Ward 5,Honours degree,0.152283
Person weighted,10102005: Ward 5,Higher Degree Masters / PhD,0.1366566
Person weighted,10102005: Ward 5,Other,0.4089413
Person weighted,10102005: Ward 5,No schooling,3.250105
Person weighted,10102005: Ward 5,Unspecified,0
Person weighted,10102005: Ward 5,Not applicable,12.1529418
Person weighted,10102005: Ward 5,Total,100
Person weighted,10102006: Ward 6,Gade 0,3.201231
Person weighted,10102006: Ward 6,Grade 1 / Sub A,2.9716918
Person weighted,10102006: Ward 6,Grade 2 / Sub B,2.6397052
Person weighted,10102006: Ward 6,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.6249371
Person weighted,10102006: Ward 6,Grade 4 / Std 2,4.5762418
Person weighted,10102006: Ward 6,Grade 5 / Std 3/ABET 2,6.2105345
Person weighted,10102006: Ward 6,Grade 6 / Std 4,7.5674757
Person weighted,10102006: Ward 6,Grade 7 / Std 5/ ABET 3,10.4060322
Person weighted,10102006: Ward 6,Grade 8 / Std 6 / Form 1,9.2356956
Person weighted,10102006: Ward 6,Grade 9 / Std 7 / Form 2/ ABET 4,6.5429937
Person weighted,10102006: Ward 6,Grade 10 / Std 8 / Form 3,5.4102083
Person weighted,10102006: Ward 6,Grade 11 / Std 9 / Form 4,3.7049372
Person weighted,10102006: Ward 6,Grade 12 / Std 10 / Form 5,12.7135111
Person weighted,10102006: Ward 6,NTC I / N1/ NIC/ V Level 2,0.0487849
Person weighted,10102006: Ward 6,NTC II / N2/ NIC/ V Level 3,0.0487849
Person weighted,10102006: Ward 6,NTC III /N3/ NIC/ V Level 4,0.0975697
Person weighted,10102006: Ward 6,N4 / NTC 4,0.0397501
Person weighted,10102006: Ward 6,N5 /NTC 5,0.0404391
Person weighted,10102006: Ward 6,N6 / NTC 6,0.0795002
Person weighted,10102006: Ward 6,Certificate with less than Grade 12 / Std 10,0
Person weighted,10102006: Ward 6,Diploma with less than Grade 12 / Std 10,0.1219621
Person weighted,10102006: Ward 6,Certificate with Grade 12 / Std 10,0.387567
Person weighted,10102006: Ward 6,Diploma with Grade 12 / Std 10,1.0957281
Person weighted,10102006: Ward 6,Higher Diploma,0.6379618
Person weighted,10102006: Ward 6,Post Higher Diploma Masters; Doctoral Diploma,0.0487849
Person weighted,10102006: Ward 6,Bachelors Degree,0.5032062
Person weighted,10102006: Ward 6,Bachelors Degree and Post graduate Diploma,0.2294353
Person weighted,10102006: Ward 6,Honours degree,0.2889973
Person weighted,10102006: Ward 6,Higher Degree Masters / PhD,0.2258547
Person weighted,10102006: Ward 6,Other,0.1219621
Person weighted,10102006: Ward 6,No schooling,6.4639935
Person weighted,10102006: Ward 6,Unspecified,0
Person weighted,10102006: Ward 6,Not applicable,10.7145228
Person weighted,10102006: Ward 6,Total,100
Person weighted,10103001: Ward 1,Gade 0,3.0926364
Person weighted,10103001: Ward 1,Grade 1 / Sub A,2.6395945
Person weighted,10103001: Ward 1,Grade 2 / Sub B,2.8164462
Person weighted,10103001: Ward 1,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.4225373
Person weighted,10103001: Ward 1,Grade 4 / Std 2,3.7562459
Person weighted,10103001: Ward 1,Grade 5 / Std 3/ABET 2,4.8676083
Person weighted,10103001: Ward 1,Grade 6 / Std 4,5.6959415
Person weighted,10103001: Ward 1,Grade 7 / Std 5/ ABET 3,5.5765957
Person weighted,10103001: Ward 1,Grade 8 / Std 6 / Form 1,6.6672502
Person weighted,10103001: Ward 1,Grade 9 / Std 7 / Form 2/ ABET 4,5.0555273
Person weighted,10103001: Ward 1,Grade 10 / Std 8 / Form 3,6.580834
Person weighted,10103001: Ward 1,Grade 11 / Std 9 / Form 4,3.3653466
Person weighted,10103001: Ward 1,Grade 12 / Std 10 / Form 5,14.4311821
Person weighted,10103001: Ward 1,NTC I / N1/ NIC/ V Level 2,0
Person weighted,10103001: Ward 1,NTC II / N2/ NIC/ V Level 3,0.0294764
Person weighted,10103001: Ward 1,NTC III /N3/ NIC/ V Level 4,0.0847523
Person weighted,10103001: Ward 1,N4 / NTC 4,0.0838193
Person weighted,10103001: Ward 1,N5 /NTC 5,0.0339505
Person weighted,10103001: Ward 1,N6 / NTC 6,0.1621483
Person weighted,10103001: Ward 1,Certificate with less than Grade 12 / Std 10,0.0095177
Person weighted,10103001: Ward 1,Diploma with less than Grade 12 / Std 10,0.0389941
Person weighted,10103001: Ward 1,Certificate with Grade 12 / Std 10,0.6280979
Person weighted,10103001: Ward 1,Diploma with Grade 12 / Std 10,2.7463109
Person weighted,10103001: Ward 1,Higher Diploma,0.7235008
Person weighted,10103001: Ward 1,Post Higher Diploma Masters; Doctoral Diploma,0.0235843
Person weighted,10103001: Ward 1,Bachelors Degree,0.8917758
Person weighted,10103001: Ward 1,Bachelors Degree and Post graduate Diploma,0.2651678
Person weighted,10103001: Ward 1,Honours degree,0.3831053
Person weighted,10103001: Ward 1,Higher Degree Masters / PhD,0.3538505
Person weighted,10103001: Ward 1,Other,0.2559886
Person weighted,10103001: Ward 1,No schooling,7.7905085
Person weighted,10103001: Ward 1,Unspecified,0
Person weighted,10103001: Ward 1,Not applicable,17.5277052
Person weighted,10103001: Ward 1,Total,100
Person weighted,10103002: Ward 2,Gade 0,3.3600407
Person weighted,10103002: Ward 2,Grade 1 / Sub A,2.6877864
Person weighted,10103002: Ward 2,Grade 2 / Sub B,2.7345624
Person weighted,10103002: Ward 2,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.3642125
Person weighted,10103002: Ward 2,Grade 4 / Std 2,4.9433148
Person weighted,10103002: Ward 2,Grade 5 / Std 3/ABET 2,4.9966283
Person weighted,10103002: Ward 2,Grade 6 / Std 4,6.8375081
Person weighted,10103002: Ward 2,Grade 7 / Std 5/ ABET 3,8.3368936
Person weighted,10103002: Ward 2,Grade 8 / Std 6 / Form 1,10.2173791
Person weighted,10103002: Ward 2,Grade 9 / Std 7 / Form 2/ ABET 4,8.408562
Person weighted,10103002: Ward 2,Grade 10 / Std 8 / Form 3,7.8834612
Person weighted,10103002: Ward 2,Grade 11 / Std 9 / Form 4,4.1499396
Person weighted,10103002: Ward 2,Grade 12 / Std 10 / Form 5,12.9705413
Person weighted,10103002: Ward 2,NTC I / N1/ NIC/ V Level 2,0.0450939
Person weighted,10103002: Ward 2,NTC II / N2/ NIC/ V Level 3,0
Person weighted,10103002: Ward 2,NTC III /N3/ NIC/ V Level 4,0
Person weighted,10103002: Ward 2,N4 / NTC 4,0.0454191
Person weighted,10103002: Ward 2,N5 /NTC 5,0.0227096
Person weighted,10103002: Ward 2,N6 / NTC 6,0
Person weighted,10103002: Ward 2,Certificate with less than Grade 12 / Std 10,0
Person weighted,10103002: Ward 2,Diploma with less than Grade 12 / Std 10,0
Person weighted,10103002: Ward 2,Certificate with Grade 12 / Std 10,0.4739199
Person weighted,10103002: Ward 2,Diploma with Grade 12 / Std 10,0.1362573
Person weighted,10103002: Ward 2,Higher Diploma,0.0454191
Person weighted,10103002: Ward 2,Post Higher Diploma Masters; Doctoral Diploma,0
Person weighted,10103002: Ward 2,Bachelors Degree,0
Person weighted,10103002: Ward 2,Bachelors Degree and Post graduate Diploma,0.0227096
Person weighted,10103002: Ward 2,Honours degree,0
Person weighted,10103002: Ward 2,Higher Degree Masters / PhD,0.0227096
Person weighted,10103002: Ward 2,Other,0.0814344
Person weighted,10103002: Ward 2,No schooling,6.7654052
Person weighted,10103002: Ward 2,Unspecified,0
Person weighted,10103002: Ward 2,Not applicable,10.4480926
Person weighted,10103002: Ward 2,Total,100
Person weighted,10103003: Ward 3,Gade 0,3.2565583
Person weighted,10103003: Ward 3,Grade 1 / Sub A,2.8914386
Person weighted,10103003: Ward 3,Grade 2 / Sub B,2.5605588
Person weighted,10103003: Ward 3,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.0125815
Person weighted,10103003: Ward 3,Grade 4 / Std 2,3.9846308
Person weighted,10103003: Ward 3,Grade 5 / Std 3/ABET 2,4.7458474
Person weighted,10103003: Ward 3,Grade 6 / Std 4,6.2258143
Person weighted,10103003: Ward 3,Grade 7 / Std 5/ ABET 3,8.2176874
Person weighted,10103003: Ward 3,Grade 8 / Std 6 / Form 1,8.1519842
Person weighted,10103003: Ward 3,Grade 9 / Std 7 / Form 2/ ABET 4,5.7610274
Person weighted,10103003: Ward 3,Grade 10 / Std 8 / Form 3,6.6463935
Person weighted,10103003: Ward 3,Grade 11 / Std 9 / Form 4,2.8870255
Person weighted,10103003: Ward 3,Grade 12 / Std 10 / Form 5,14.1855724
Person weighted,10103003: Ward 3,NTC I / N1/ NIC/ V Level 2,0.0691509
Person weighted,10103003: Ward 3,NTC II / N2/ NIC/ V Level 3,0.1548722
Person weighted,10103003: Ward 3,NTC III /N3/ NIC/ V Level 4,0.2911715
Person weighted,10103003: Ward 3,N4 / NTC 4,0.1284887
Person weighted,10103003: Ward 3,N5 /NTC 5,0.1344739
Person weighted,10103003: Ward 3,N6 / NTC 6,0.1407055
Person weighted,10103003: Ward 3,Certificate with less than Grade 12 / Std 10,0.0273207
Person weighted,10103003: Ward 3,Diploma with less than Grade 12 / Std 10,0.1531998
Person weighted,10103003: Ward 3,Certificate with Grade 12 / Std 10,0.9987628
Person weighted,10103003: Ward 3,Diploma with Grade 12 / Std 10,2.5748246
Person weighted,10103003: Ward 3,Higher Diploma,2.1190987
Person weighted,10103003: Ward 3,Post Higher Diploma Masters; Doctoral Diploma,0.2190542
Person weighted,10103003: Ward 3,Bachelors Degree,0.9795717
Person weighted,10103003: Ward 3,Bachelors Degree and Post graduate Diploma,0.455311
Person weighted,10103003: Ward 3,Honours degree,0.3389695
Person weighted,10103003: Ward 3,Higher Degree Masters / PhD,0.1894456
Person weighted,10103003: Ward 3,Other,0.1473695
Person weighted,10103003: Ward 3,No schooling,6.5042536
Person weighted,10103003: Ward 3,Unspecified,0
Person weighted,10103003: Ward 3,Not applicable,11.8468353
Person weighted,10103003: Ward 3,Total,100
Person weighted,10103004: Ward 4,Gade 0,2.754912
Person weighted,10103004: Ward 4,Grade 1 / Sub A,2.7108334
Person weighted,10103004: Ward 4,Grade 2 / Sub B,2.5510183
Person weighted,10103004: Ward 4,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.2073572
Person weighted,10103004: Ward 4,Grade 4 / Std 2,4.3966405
Person weighted,10103004: Ward 4,Grade 5 / Std 3/ABET 2,5.0049404
Person weighted,10103004: Ward 4,Grade 6 / Std 4,5.4260328
Person weighted,10103004: Ward 4,Grade 7 / Std 5/ ABET 3,8.4333182
Person weighted,10103004: Ward 4,Grade 8 / Std 6 / Form 1,10.0122773
Person weighted,10103004: Ward 4,Grade 9 / Std 7 / Form 2/ ABET 4,8.0026956
Person weighted,10103004: Ward 4,Grade 10 / Std 8 / Form 3,7.8222803
Person weighted,10103004: Ward 4,Grade 11 / Std 9 / Form 4,5.6062957
Person weighted,10103004: Ward 4,Grade 12 / Std 10 / Form 5,13.287404
Person weighted,10103004: Ward 4,NTC I / N1/ NIC/ V Level 2,0.14977
Person weighted,10103004: Ward 4,NTC II / N2/ NIC/ V Level 3,0.087433
Person weighted,10103004: Ward 4,NTC III /N3/ NIC/ V Level 4,0.0607974
Person weighted,10103004: Ward 4,N4 / NTC 4,0.025311
Person weighted,10103004: Ward 4,N5 /NTC 5,0
Person weighted,10103004: Ward 4,N6 / NTC 6,0.0258857
Person weighted,10103004: Ward 4,Certificate with less than Grade 12 / Std 10,0.0375096
Person weighted,10103004: Ward 4,Diploma with less than Grade 12 / Std 10,0.0495318
Person weighted,10103004: Ward 4,Certificate with Grade 12 / Std 10,0.1233134
Person weighted,10103004: Ward 4,Diploma with Grade 12 / Std 10,0.5642988
Person weighted,10103004: Ward 4,Higher Diploma,0.601316
Person weighted,10103004: Ward 4,Post Higher Diploma Masters; Doctoral Diploma,0.0586485
Person weighted,10103004: Ward 4,Bachelors Degree,0.1827911
Person weighted,10103004: Ward 4,Bachelors Degree and Post graduate Diploma,0.025311
Person weighted,10103004: Ward 4,Honours degree,0.1125289
Person weighted,10103004: Ward 4,Higher Degree Masters / PhD,0.0125032
Person weighted,10103004: Ward 4,Other,0.0258857
Person weighted,10103004: Ward 4,No schooling,4.180761
Person weighted,10103004: Ward 4,Unspecified,0
Person weighted,10103004: Ward 4,Not applicable,14.4603981
Person weighted,10103004: Ward 4,Total,100
Person weighted,10103005: Ward 5,Gade 0,3.2977801
Person weighted,10103005: Ward 5,Grade 1 / Sub A,2.6664518
Person weighted,10103005: Ward 5,Grade 2 / Sub B,1.8619449
Person weighted,10103005: Ward 5,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.9527296
Person weighted,10103005: Ward 5,Grade 4 / Std 2,3.6396321
Person weighted,10103005: Ward 5,Grade 5 / Std 3/ABET 2,4.4327864
Person weighted,10103005: Ward 5,Grade 6 / Std 4,5.8864373
Person weighted,10103005: Ward 5,Grade 7 / Std 5/ ABET 3,8.5322865
Person weighted,10103005: Ward 5,Grade 8 / Std 6 / Form 1,9.6532424
Person weighted,10103005: Ward 5,Grade 9 / Std 7 / Form 2/ ABET 4,6.5581693
Person weighted,10103005: Ward 5,Grade 10 / Std 8 / Form 3,7.0266074
Person weighted,10103005: Ward 5,Grade 11 / Std 9 / Form 4,4.3722102
Person weighted,10103005: Ward 5,Grade 12 / Std 10 / Form 5,11.0281416
Person weighted,10103005: Ward 5,NTC I / N1/ NIC/ V Level 2,0.0625432
Person weighted,10103005: Ward 5,NTC II / N2/ NIC/ V Level 3,0.0631221
Person weighted,10103005: Ward 5,NTC III /N3/ NIC/ V Level 4,0.1104702
Person weighted,10103005: Ward 5,N4 / NTC 4,0.1387345
Person weighted,10103005: Ward 5,N5 /NTC 5,0.0540327
Person weighted,10103005: Ward 5,N6 / NTC 6,0.1143432
Person weighted,10103005: Ward 5,Certificate with less than Grade 12 / Std 10,0.0830302
Person weighted,10103005: Ward 5,Diploma with less than Grade 12 / Std 10,0.1012089
Person weighted,10103005: Ward 5,Certificate with Grade 12 / Std 10,0.1501085
Person weighted,10103005: Ward 5,Diploma with Grade 12 / Std 10,0.5186245
Person weighted,10103005: Ward 5,Higher Diploma,1.0497242
Person weighted,10103005: Ward 5,Post Higher Diploma Masters; Doctoral Diploma,0.1031935
Person weighted,10103005: Ward 5,Bachelors Degree,0.4804754
Person weighted,10103005: Ward 5,Bachelors Degree and Post graduate Diploma,0.1124469
Person weighted,10103005: Ward 5,Honours degree,0.0998031
Person weighted,10103005: Ward 5,Higher Degree Masters / PhD,0.1117797
Person weighted,10103005: Ward 5,Other,0.1284768
Person weighted,10103005: Ward 5,No schooling,3.8229205
Person weighted,10103005: Ward 5,Unspecified,0
Person weighted,10103005: Ward 5,Not applicable,20.7865423
Person weighted,10103005: Ward 5,Total,100
Person weighted,10103006: Ward 6,Gade 0,2.2514267
