Summation Options,Geography,Highest educational level,Count
Person weighted,10404017: Ward 17,Higher Degree Masters / PhD,0.012758
Person weighted,10404017: Ward 17,Other,0.0631492
Person weighted,10404017: Ward 17,No schooling,4.3262828
Person weighted,10404017: Ward 17,Unspecified,0
Person weighted,10404017: Ward 17,Not applicable,12.0990557
Person weighted,10404017: Ward 17,Total,100
Person weighted,10404018: Ward 18,Gade 0,1.9446034
Person weighted,10404018: Ward 18,Grade 1 / Sub A,1.4599689
Person weighted,10404018: Ward 18,Grade 2 / Sub B,0.6602064
Person weighted,10404018: Ward 18,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.1015331
Person weighted,10404018: Ward 18,Grade 4 / Std 2,1.7086902
Person weighted,10404018: Ward 18,Grade 5 / Std 3/ABET 2,1.3849375
Person weighted,10404018: Ward 18,Grade 6 / Std 4,1.104013
Person weighted,10404018: Ward 18,Grade 7 / Std 5/ ABET 3,1.9008088
Person weighted,10404018: Ward 18,Grade 8 / Std 6 / Form 1,3.1849985
Person weighted,10404018: Ward 18,Grade 9 / Std 7 / Form 2/ ABET 4,2.3526148
Person weighted,10404018: Ward 18,Grade 10 / Std 8 / Form 3,8.8532943
Person weighted,10404018: Ward 18,Grade 11 / Std 9 / Form 4,2.837566
Person weighted,10404018: Ward 18,Grade 12 / Std 10 / Form 5,33.2784408
Person weighted,10404018: Ward 18,NTC I / N1/ NIC/ V Level 2,0.2129725
Person weighted,10404018: Ward 18,NTC II / N2/ NIC/ V Level 3,0.312321
Person weighted,10404018: Ward 18,NTC III /N3/ NIC/ V Level 4,0.6718983
Person weighted,10404018: Ward 18,N4 / NTC 4,0.856166
Person weighted,10404018: Ward 18,N5 /NTC 5,0.2662567
Person weighted,10404018: Ward 18,N6 / NTC 6,0.6313523
Person weighted,10404018: Ward 18,Certificate with less than Grade 12 / Std 10,0.3598415
Person weighted,10404018: Ward 18,Diploma with less than Grade 12 / Std 10,0.5722397
Person weighted,10404018: Ward 18,Certificate with Grade 12 / Std 10,2.2780165
Person weighted,10404018: Ward 18,Diploma with Grade 12 / Std 10,6.1712701
Person weighted,10404018: Ward 18,Higher Diploma,6.9629261
Person weighted,10404018: Ward 18,Post Higher Diploma Masters; Doctoral Diploma,1.8943849
Person weighted,10404018: Ward 18,Bachelors Degree,5.6261442
Person weighted,10404018: Ward 18,Bachelors Degree and Post graduate Diploma,1.4927828
Person weighted,10404018: Ward 18,Honours degree,2.1480999
Person weighted,10404018: Ward 18,Higher Degree Masters / PhD,1.939509
Person weighted,10404018: Ward 18,Other,0.9192397
Person weighted,10404018: Ward 18,No schooling,0.6539904
Person weighted,10404018: Ward 18,Unspecified,0
Person weighted,10404018: Ward 18,Not applicable,4.2589125
Person weighted,10404018: Ward 18,Total,100
Person weighted,10404019: Ward 19,Gade 0,1.4083221
Person weighted,10404019: Ward 19,Grade 1 / Sub A,1.3435061
Person weighted,10404019: Ward 19,Grade 2 / Sub B,1.2622034
Person weighted,10404019: Ward 19,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.0301675
Person weighted,10404019: Ward 19,Grade 4 / Std 2,1.1879429
Person weighted,10404019: Ward 19,Grade 5 / Std 3/ABET 2,1.1186416
Person weighted,10404019: Ward 19,Grade 6 / Std 4,1.8990502
Person weighted,10404019: Ward 19,Grade 7 / Std 5/ ABET 3,1.664529
Person weighted,10404019: Ward 19,Grade 8 / Std 6 / Form 1,5.0587135
Person weighted,10404019: Ward 19,Grade 9 / Std 7 / Form 2/ ABET 4,2.8536128
Person weighted,10404019: Ward 19,Grade 10 / Std 8 / Form 3,11.1231421
Person weighted,10404019: Ward 19,Grade 11 / Std 9 / Form 4,3.2038561
Person weighted,10404019: Ward 19,Grade 12 / Std 10 / Form 5,36.4632326
Person weighted,10404019: Ward 19,NTC I / N1/ NIC/ V Level 2,0.2138728
Person weighted,10404019: Ward 19,NTC II / N2/ NIC/ V Level 3,0.3514057
Person weighted,10404019: Ward 19,NTC III /N3/ NIC/ V Level 4,0.6216852
Person weighted,10404019: Ward 19,N4 / NTC 4,0.544532
Person weighted,10404019: Ward 19,N5 /NTC 5,0.3065031
Person weighted,10404019: Ward 19,N6 / NTC 6,0.5636694
Person weighted,10404019: Ward 19,Certificate with less than Grade 12 / Std 10,0.2060082
Person weighted,10404019: Ward 19,Diploma with less than Grade 12 / Std 10,0.369715
Person weighted,10404019: Ward 19,Certificate with Grade 12 / Std 10,2.751827
Person weighted,10404019: Ward 19,Diploma with Grade 12 / Std 10,4.5902977
Person weighted,10404019: Ward 19,Higher Diploma,2.5250431
Person weighted,10404019: Ward 19,Post Higher Diploma Masters; Doctoral Diploma,0.7588292
Person weighted,10404019: Ward 19,Bachelors Degree,2.7319802
Person weighted,10404019: Ward 19,Bachelors Degree and Post graduate Diploma,0.8998908
Person weighted,10404019: Ward 19,Honours degree,1.0590934
Person weighted,10404019: Ward 19,Higher Degree Masters / PhD,0.5825672
Person weighted,10404019: Ward 19,Other,1.0508925
Person weighted,10404019: Ward 19,No schooling,1.1409845
Person weighted,10404019: Ward 19,Unspecified,0
Person weighted,10404019: Ward 19,Not applicable,9.1142831
Person weighted,10404019: Ward 19,Total,100
Person weighted,10404020: Ward 20,Gade 0,3.5232952
Person weighted,10404020: Ward 20,Grade 1 / Sub A,3.1423193
Person weighted,10404020: Ward 20,Grade 2 / Sub B,2.991387
Person weighted,10404020: Ward 20,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.9911685
Person weighted,10404020: Ward 20,Grade 4 / Std 2,4.9828646
Person weighted,10404020: Ward 20,Grade 5 / Std 3/ABET 2,4.9909927
Person weighted,10404020: Ward 20,Grade 6 / Std 4,6.6520114
Person weighted,10404020: Ward 20,Grade 7 / Std 5/ ABET 3,7.9332053
Person weighted,10404020: Ward 20,Grade 8 / Std 6 / Form 1,10.2573363
Person weighted,10404020: Ward 20,Grade 9 / Std 7 / Form 2/ ABET 4,8.2859552
Person weighted,10404020: Ward 20,Grade 10 / Std 8 / Form 3,8.3214436
Person weighted,10404020: Ward 20,Grade 11 / Std 9 / Form 4,6.372486
Person weighted,10404020: Ward 20,Grade 12 / Std 10 / Form 5,11.7329218
Person weighted,10404020: Ward 20,NTC I / N1/ NIC/ V Level 2,0.0297923
Person weighted,10404020: Ward 20,NTC II / N2/ NIC/ V Level 3,0.0149497
Person weighted,10404020: Ward 20,NTC III /N3/ NIC/ V Level 4,0
Person weighted,10404020: Ward 20,N4 / NTC 4,0.044217
Person weighted,10404020: Ward 20,N5 /NTC 5,0.0149497
Person weighted,10404020: Ward 20,N6 / NTC 6,0.0433876
Person weighted,10404020: Ward 20,Certificate with less than Grade 12 / Std 10,0.0193828
Person weighted,10404020: Ward 20,Diploma with less than Grade 12 / Std 10,0.0455399
Person weighted,10404020: Ward 20,Certificate with Grade 12 / Std 10,0.1493896
Person weighted,10404020: Ward 20,Diploma with Grade 12 / Std 10,0.1343951
Person weighted,10404020: Ward 20,Higher Diploma,0.0591667
Person weighted,10404020: Ward 20,Post Higher Diploma Masters; Doctoral Diploma,0.0291686
Person weighted,10404020: Ward 20,Bachelors Degree,0.0446735
Person weighted,10404020: Ward 20,Bachelors Degree and Post graduate Diploma,0
Person weighted,10404020: Ward 20,Honours degree,0.0291686
Person weighted,10404020: Ward 20,Higher Degree Masters / PhD,0.0298993
Person weighted,10404020: Ward 20,Other,0.2363708
Person weighted,10404020: Ward 20,No schooling,4.9521123
Person weighted,10404020: Ward 20,Unspecified,0
Person weighted,10404020: Ward 20,Not applicable,10.9460496
Person weighted,10404020: Ward 20,Total,100
Person weighted,10404021: Ward 21,Gade 0,3.3486998
Person weighted,10404021: Ward 21,Grade 1 / Sub A,3.5
Person weighted,10404021: Ward 21,Grade 2 / Sub B,3.0074335
Person weighted,10404021: Ward 21,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.0426768
Person weighted,10404021: Ward 21,Grade 4 / Std 2,3.4825846
Person weighted,10404021: Ward 21,Grade 5 / Std 3/ABET 2,4.385463
Person weighted,10404021: Ward 21,Grade 6 / Std 4,4.8618934
Person weighted,10404021: Ward 21,Grade 7 / Std 5/ ABET 3,5.7685645
Person weighted,10404021: Ward 21,Grade 8 / Std 6 / Form 1,6.3014032
Person weighted,10404021: Ward 21,Grade 9 / Std 7 / Form 2/ ABET 4,7.2931803
Person weighted,10404021: Ward 21,Grade 10 / Std 8 / Form 3,7.7209885
Person weighted,10404021: Ward 21,Grade 11 / Std 9 / Form 4,11.6436906
Person weighted,10404021: Ward 21,Grade 12 / Std 10 / Form 5,15.454937
Person weighted,10404021: Ward 21,NTC I / N1/ NIC/ V Level 2,0.190665
Person weighted,10404021: Ward 21,NTC II / N2/ NIC/ V Level 3,0.0256313
Person weighted,10404021: Ward 21,NTC III /N3/ NIC/ V Level 4,0.0134258
Person weighted,10404021: Ward 21,N4 / NTC 4,0.06492
Person weighted,10404021: Ward 21,N5 /NTC 5,0.0376691
Person weighted,10404021: Ward 21,N6 / NTC 6,0.0895855
Person weighted,10404021: Ward 21,Certificate with less than Grade 12 / Std 10,0.1164072
Person weighted,10404021: Ward 21,Diploma with less than Grade 12 / Std 10,0.073717
Person weighted,10404021: Ward 21,Certificate with Grade 12 / Std 10,0.0781415
Person weighted,10404021: Ward 21,Diploma with Grade 12 / Std 10,0.2543095
Person weighted,10404021: Ward 21,Higher Diploma,0.2447174
Person weighted,10404021: Ward 21,Post Higher Diploma Masters; Doctoral Diploma,0.050557
Person weighted,10404021: Ward 21,Bachelors Degree,0.063843
Person weighted,10404021: Ward 21,Bachelors Degree and Post graduate Diploma,0.0423542
Person weighted,10404021: Ward 21,Honours degree,0.0261153
Person weighted,10404021: Ward 21,Higher Degree Masters / PhD,0.0245805
Person weighted,10404021: Ward 21,Other,0.0372403
Person weighted,10404021: Ward 21,No schooling,4.1789293
Person weighted,10404021: Ward 21,Unspecified,0
Person weighted,10404021: Ward 21,Not applicable,14.5756761
Person weighted,10404021: Ward 21,Total,100
Person weighted,10404022: Ward 22,Gade 0,3.2337456
Person weighted,10404022: Ward 22,Grade 1 / Sub A,2.8965511
Person weighted,10404022: Ward 22,Grade 2 / Sub B,2.8302689
Person weighted,10404022: Ward 22,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.5249268
Person weighted,10404022: Ward 22,Grade 4 / Std 2,3.9202434
Person weighted,10404022: Ward 22,Grade 5 / Std 3/ABET 2,4.1642599
Person weighted,10404022: Ward 22,Grade 6 / Std 4,4.8669304
Person weighted,10404022: Ward 22,Grade 7 / Std 5/ ABET 3,6.2228166
Person weighted,10404022: Ward 22,Grade 8 / Std 6 / Form 1,7.4240587
Person weighted,10404022: Ward 22,Grade 9 / Std 7 / Form 2/ ABET 4,4.6887251
Person weighted,10404022: Ward 22,Grade 10 / Std 8 / Form 3,7.4907402
Person weighted,10404022: Ward 22,Grade 11 / Std 9 / Form 4,3.5613427
Person weighted,10404022: Ward 22,Grade 12 / Std 10 / Form 5,16.7781718
Person weighted,10404022: Ward 22,NTC I / N1/ NIC/ V Level 2,0.1820006
Person weighted,10404022: Ward 22,NTC II / N2/ NIC/ V Level 3,0.1803687
Person weighted,10404022: Ward 22,NTC III /N3/ NIC/ V Level 4,0.1891613
Person weighted,10404022: Ward 22,N4 / NTC 4,0.3433126
Person weighted,10404022: Ward 22,N5 /NTC 5,0.1284944
Person weighted,10404022: Ward 22,N6 / NTC 6,0.1824713
Person weighted,10404022: Ward 22,Certificate with less than Grade 12 / Std 10,0.2784438
Person weighted,10404022: Ward 22,Diploma with less than Grade 12 / Std 10,0.2942236
Person weighted,10404022: Ward 22,Certificate with Grade 12 / Std 10,1.6679514
Person weighted,10404022: Ward 22,Diploma with Grade 12 / Std 10,2.8827122
Person weighted,10404022: Ward 22,Higher Diploma,1.7940608
Person weighted,10404022: Ward 22,Post Higher Diploma Masters; Doctoral Diploma,0.5950596
Person weighted,10404022: Ward 22,Bachelors Degree,2.3671287
Person weighted,10404022: Ward 22,Bachelors Degree and Post graduate Diploma,0.9386146
Person weighted,10404022: Ward 22,Honours degree,1.2401463
Person weighted,10404022: Ward 22,Higher Degree Masters / PhD,1.1521651
Person weighted,10404022: Ward 22,Other,0.8396038
Person weighted,10404022: Ward 22,No schooling,4.6700502
Person weighted,10404022: Ward 22,Unspecified,0
Person weighted,10404022: Ward 22,Not applicable,8.4712497
Person weighted,10404022: Ward 22,Total,100
Person weighted,10404023: Ward 23,Gade 0,2.5486181
Person weighted,10404023: Ward 23,Grade 1 / Sub A,2.3779709
Person weighted,10404023: Ward 23,Grade 2 / Sub B,2.5271888
Person weighted,10404023: Ward 23,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.5629298
Person weighted,10404023: Ward 23,Grade 4 / Std 2,3.3706485
Person weighted,10404023: Ward 23,Grade 5 / Std 3/ABET 2,3.0886564
Person weighted,10404023: Ward 23,Grade 6 / Std 4,3.4973223
Person weighted,10404023: Ward 23,Grade 7 / Std 5/ ABET 3,4.468716
Person weighted,10404023: Ward 23,Grade 8 / Std 6 / Form 1,6.2023034
Person weighted,10404023: Ward 23,Grade 9 / Std 7 / Form 2/ ABET 4,3.7251131
Person weighted,10404023: Ward 23,Grade 10 / Std 8 / Form 3,6.5023327
Person weighted,10404023: Ward 23,Grade 11 / Std 9 / Form 4,3.4524388
Person weighted,10404023: Ward 23,Grade 12 / Std 10 / Form 5,16.7150289
Person weighted,10404023: Ward 23,NTC I / N1/ NIC/ V Level 2,0.0593695
Person weighted,10404023: Ward 23,NTC II / N2/ NIC/ V Level 3,0.1231244
Person weighted,10404023: Ward 23,NTC III /N3/ NIC/ V Level 4,0.4297979
Person weighted,10404023: Ward 23,N4 / NTC 4,0.1037416
Person weighted,10404023: Ward 23,N5 /NTC 5,0.1967831
Person weighted,10404023: Ward 23,N6 / NTC 6,0.2372942
Person weighted,10404023: Ward 23,Certificate with less than Grade 12 / Std 10,0.0713456
Person weighted,10404023: Ward 23,Diploma with less than Grade 12 / Std 10,0.2691462
Person weighted,10404023: Ward 23,Certificate with Grade 12 / Std 10,5.1116238
Person weighted,10404023: Ward 23,Diploma with Grade 12 / Std 10,2.6365927
Person weighted,10404023: Ward 23,Higher Diploma,2.6011182
Person weighted,10404023: Ward 23,Post Higher Diploma Masters; Doctoral Diploma,0.614667
Person weighted,10404023: Ward 23,Bachelors Degree,1.56706
Person weighted,10404023: Ward 23,Bachelors Degree and Post graduate Diploma,0.4986559
Person weighted,10404023: Ward 23,Honours degree,0.6168512
Person weighted,10404023: Ward 23,Higher Degree Masters / PhD,0.6622886
Person weighted,10404023: Ward 23,Other,0.375935
Person weighted,10404023: Ward 23,No schooling,2.8286608
Person weighted,10404023: Ward 23,Unspecified,0
Person weighted,10404023: Ward 23,Not applicable,19.9566766
Person weighted,10404023: Ward 23,Total,100
Person weighted,10404024: Ward 24,Gade 0,3.2644312
Person weighted,10404024: Ward 24,Grade 1 / Sub A,3.9419418
Person weighted,10404024: Ward 24,Grade 2 / Sub B,3.5808908
Person weighted,10404024: Ward 24,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.1364879
Person weighted,10404024: Ward 24,Grade 4 / Std 2,5.3628578
Person weighted,10404024: Ward 24,Grade 5 / Std 3/ABET 2,5.3059404
Person weighted,10404024: Ward 24,Grade 6 / Std 4,8.2332966
Person weighted,10404024: Ward 24,Grade 7 / Std 5/ ABET 3,8.5028328
Person weighted,10404024: Ward 24,Grade 8 / Std 6 / Form 1,10.6687202
Person weighted,10404024: Ward 24,Grade 9 / Std 7 / Form 2/ ABET 4,7.7872019
Person weighted,10404024: Ward 24,Grade 10 / Std 8 / Form 3,7.8054109
Person weighted,10404024: Ward 24,Grade 11 / Std 9 / Form 4,4.1674351
Person weighted,10404024: Ward 24,Grade 12 / Std 10 / Form 5,8.8867538
Person weighted,10404024: Ward 24,NTC I / N1/ NIC/ V Level 2,0
Person weighted,10404024: Ward 24,NTC II / N2/ NIC/ V Level 3,0.0723282
Person weighted,10404024: Ward 24,NTC III /N3/ NIC/ V Level 4,0.0723282
Person weighted,10404024: Ward 24,N4 / NTC 4,0.0241094
Person weighted,10404024: Ward 24,N5 /NTC 5,0.0778556
Person weighted,10404024: Ward 24,N6 / NTC 6,0
Person weighted,10404024: Ward 24,Certificate with less than Grade 12 / Std 10,0.0883405
Person weighted,10404024: Ward 24,Diploma with less than Grade 12 / Std 10,0.2707308
Person weighted,10404024: Ward 24,Certificate with Grade 12 / Std 10,0.3036834
Person weighted,10404024: Ward 24,Diploma with Grade 12 / Std 10,0.4894793
Person weighted,10404024: Ward 24,Higher Diploma,0.713663
Person weighted,10404024: Ward 24,Post Higher Diploma Masters; Doctoral Diploma,0.120547
Person weighted,10404024: Ward 24,Bachelors Degree,0.4620128
Person weighted,10404024: Ward 24,Bachelors Degree and Post graduate Diploma,0.1259683
Person weighted,10404024: Ward 24,Honours degree,0.231803
Person weighted,10404024: Ward 24,Higher Degree Masters / PhD,0.0723282
Person weighted,10404024: Ward 24,Other,0.1353654
Person weighted,10404024: Ward 24,No schooling,5.2434374
Person weighted,10404024: Ward 24,Unspecified,0
Person weighted,10404024: Ward 24,Not applicable,9.8518184
Person weighted,10404024: Ward 24,Total,100
Person weighted,10404025: Ward 25,Gade 0,2.990965
Person weighted,10404025: Ward 25,Grade 1 / Sub A,3.3809505
Person weighted,10404025: Ward 25,Grade 2 / Sub B,3.6045065
Person weighted,10404025: Ward 25,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.8039683
Person weighted,10404025: Ward 25,Grade 4 / Std 2,5.1476589
Person weighted,10404025: Ward 25,Grade 5 / Std 3/ABET 2,4.4525938
Person weighted,10404025: Ward 25,Grade 6 / Std 4,6.3770929
Person weighted,10404025: Ward 25,Grade 7 / Std 5/ ABET 3,8.4873686
Person weighted,10404025: Ward 25,Grade 8 / Std 6 / Form 1,11.7172471
Person weighted,10404025: Ward 25,Grade 9 / Std 7 / Form 2/ ABET 4,6.9924012
Person weighted,10404025: Ward 25,Grade 10 / Std 8 / Form 3,7.9757842
Person weighted,10404025: Ward 25,Grade 11 / Std 9 / Form 4,4.0082065
Person weighted,10404025: Ward 25,Grade 12 / Std 10 / Form 5,12.4766518
Person weighted,10404025: Ward 25,NTC I / N1/ NIC/ V Level 2,0.0569173
Person weighted,10404025: Ward 25,NTC II / N2/ NIC/ V Level 3,0.1063899
Person weighted,10404025: Ward 25,NTC III /N3/ NIC/ V Level 4,0.078686
Person weighted,10404025: Ward 25,N4 / NTC 4,0.0569173
Person weighted,10404025: Ward 25,N5 /NTC 5,0.0132596
Person weighted,10404025: Ward 25,N6 / NTC 6,0.056797
Person weighted,10404025: Ward 25,Certificate with less than Grade 12 / Std 10,0.0217687
Person weighted,10404025: Ward 25,Diploma with less than Grade 12 / Std 10,0.1643931
Person weighted,10404025: Ward 25,Certificate with Grade 12 / Std 10,0.2672264
Person weighted,10404025: Ward 25,Diploma with Grade 12 / Std 10,0.477275
Person weighted,10404025: Ward 25,Higher Diploma,0.4450591
Person weighted,10404025: Ward 25,Post Higher Diploma Masters; Doctoral Diploma,0.1967089
Person weighted,10404025: Ward 25,Bachelors Degree,0.4074572
Person weighted,10404025: Ward 25,Bachelors Degree and Post graduate Diploma,0.1230471
Person weighted,10404025: Ward 25,Honours degree,0.3051148
Person weighted,10404025: Ward 25,Higher Degree Masters / PhD,0.1589194
Person weighted,10404025: Ward 25,Other,0.0395044
Person weighted,10404025: Ward 25,No schooling,5.9108142
Person weighted,10404025: Ward 25,Unspecified,0
Person weighted,10404025: Ward 25,Not applicable,9.6983493
Person weighted,10404025: Ward 25,Total,100
Person weighted,10405001: Ward 1,Gade 0,3.8638572
Person weighted,10405001: Ward 1,Grade 1 / Sub A,3.420949
Person weighted,10405001: Ward 1,Grade 2 / Sub B,2.9614315
Person weighted,10405001: Ward 1,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.0741169
Person weighted,10405001: Ward 1,Grade 4 / Std 2,4.3106521
Person weighted,10405001: Ward 1,Grade 5 / Std 3/ABET 2,5.5720598
Person weighted,10405001: Ward 1,Grade 6 / Std 4,6.4306176
Person weighted,10405001: Ward 1,Grade 7 / Std 5/ ABET 3,8.9510936
Person weighted,10405001: Ward 1,Grade 8 / Std 6 / Form 1,7.9017688
Person weighted,10405001: Ward 1,Grade 9 / Std 7 / Form 2/ ABET 4,4.3522793
Person weighted,10405001: Ward 1,Grade 10 / Std 8 / Form 3,5.9292886
Person weighted,10405001: Ward 1,Grade 11 / Std 9 / Form 4,2.6564856
Person weighted,10405001: Ward 1,Grade 12 / Std 10 / Form 5,16.040648
Person weighted,10405001: Ward 1,NTC I / N1/ NIC/ V Level 2,0.2329384
Person weighted,10405001: Ward 1,NTC II / N2/ NIC/ V Level 3,0.1471606
Person weighted,10405001: Ward 1,NTC III /N3/ NIC/ V Level 4,0.1731633
Person weighted,10405001: Ward 1,N4 / NTC 4,0.1473553
Person weighted,10405001: Ward 1,N5 /NTC 5,0.1267803
Person weighted,10405001: Ward 1,N6 / NTC 6,0.1747718
Person weighted,10405001: Ward 1,Certificate with less than Grade 12 / Std 10,0.0519439
Person weighted,10405001: Ward 1,Diploma with less than Grade 12 / Std 10,0.0959286
Person weighted,10405001: Ward 1,Certificate with Grade 12 / Std 10,2.1250829
Person weighted,10405001: Ward 1,Diploma with Grade 12 / Std 10,1.953498
Person weighted,10405001: Ward 1,Higher Diploma,2.7308896
Person weighted,10405001: Ward 1,Post Higher Diploma Masters; Doctoral Diploma,0.4475103
Person weighted,10405001: Ward 1,Bachelors Degree,1.332803
Person weighted,10405001: Ward 1,Bachelors Degree and Post graduate Diploma,0.2699704
Person weighted,10405001: Ward 1,Honours degree,0.4127646
Person weighted,10405001: Ward 1,Higher Degree Masters / PhD,0.359402
Person weighted,10405001: Ward 1,Other,0.2919996
Person weighted,10405001: Ward 1,No schooling,4.0292337
Person weighted,10405001: Ward 1,Unspecified,0
Person weighted,10405001: Ward 1,Not applicable,8.4315557
Person weighted,10405001: Ward 1,Total,100
Person weighted,10405002: Ward 2,Gade 0,2.7826471
Person weighted,10405002: Ward 2,Grade 1 / Sub A,2.8019185
Person weighted,10405002: Ward 2,Grade 2 / Sub B,2.6355201
Person weighted,10405002: Ward 2,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.9603116
Person weighted,10405002: Ward 2,Grade 4 / Std 2,4.4034674
Person weighted,10405002: Ward 2,Grade 5 / Std 3/ABET 2,4.0927864
Person weighted,10405002: Ward 2,Grade 6 / Std 4,4.9197128
Person weighted,10405002: Ward 2,Grade 7 / Std 5/ ABET 3,6.5619571
Person weighted,10405002: Ward 2,Grade 8 / Std 6 / Form 1,6.6258023
Person weighted,10405002: Ward 2,Grade 9 / Std 7 / Form 2/ ABET 4,3.4479095
Person weighted,10405002: Ward 2,Grade 10 / Std 8 / Form 3,5.8922676
Person weighted,10405002: Ward 2,Grade 11 / Std 9 / Form 4,2.8469162
Person weighted,10405002: Ward 2,Grade 12 / Std 10 / Form 5,23.1140761
Person weighted,10405002: Ward 2,NTC I / N1/ NIC/ V Level 2,0.1204159
Person weighted,10405002: Ward 2,NTC II / N2/ NIC/ V Level 3,0.1681527
Person weighted,10405002: Ward 2,NTC III /N3/ NIC/ V Level 4,0.2084172
Person weighted,10405002: Ward 2,N4 / NTC 4,0.125194
Person weighted,10405002: Ward 2,N5 /NTC 5,0.0626617
Person weighted,10405002: Ward 2,N6 / NTC 6,0.3344348
Person weighted,10405002: Ward 2,Certificate with less than Grade 12 / Std 10,0.0908036
Person weighted,10405002: Ward 2,Diploma with less than Grade 12 / Std 10,0.1511413
Person weighted,10405002: Ward 2,Certificate with Grade 12 / Std 10,0.6021961
Person weighted,10405002: Ward 2,Diploma with Grade 12 / Std 10,2.5792143
Person weighted,10405002: Ward 2,Higher Diploma,2.8906423
Person weighted,10405002: Ward 2,Post Higher Diploma Masters; Doctoral Diploma,0.5184829
Person weighted,10405002: Ward 2,Bachelors Degree,2.1617343
Person weighted,10405002: Ward 2,Bachelors Degree and Post graduate Diploma,0.7268706
Person weighted,10405002: Ward 2,Honours degree,0.8398058
Person weighted,10405002: Ward 2,Higher Degree Masters / PhD,0.9819909
Person weighted,10405002: Ward 2,Other,0.4594355
Person weighted,10405002: Ward 2,No schooling,3.6345985
Person weighted,10405002: Ward 2,Unspecified,0
Person weighted,10405002: Ward 2,Not applicable,10.2585149
Person weighted,10405002: Ward 2,Total,100
Person weighted,10405003: Ward 3,Gade 0,1.9740363
Person weighted,10405003: Ward 3,Grade 1 / Sub A,1.5702849
Person weighted,10405003: Ward 3,Grade 2 / Sub B,1.7537668
Person weighted,10405003: Ward 3,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.6809694
Person weighted,10405003: Ward 3,Grade 4 / Std 2,1.8568937
Person weighted,10405003: Ward 3,Grade 5 / Std 3/ABET 2,2.2469734
Person weighted,10405003: Ward 3,Grade 6 / Std 4,2.4100629
Person weighted,10405003: Ward 3,Grade 7 / Std 5/ ABET 3,4.2911914
Person weighted,10405003: Ward 3,Grade 8 / Std 6 / Form 1,5.7297246
Person weighted,10405003: Ward 3,Grade 9 / Std 7 / Form 2/ ABET 4,4.3982305
Person weighted,10405003: Ward 3,Grade 10 / Std 8 / Form 3,11.1420287
Person weighted,10405003: Ward 3,Grade 11 / Std 9 / Form 4,5.1220086
Person weighted,10405003: Ward 3,Grade 12 / Std 10 / Form 5,26.5448778
Person weighted,10405003: Ward 3,NTC I / N1/ NIC/ V Level 2,0.4176432
Person weighted,10405003: Ward 3,NTC II / N2/ NIC/ V Level 3,0.2058108
Person weighted,10405003: Ward 3,NTC III /N3/ NIC/ V Level 4,0.2205659
Person weighted,10405003: Ward 3,N4 / NTC 4,0.0842338
Person weighted,10405003: Ward 3,N5 /NTC 5,0.1259082
Person weighted,10405003: Ward 3,N6 / NTC 6,0.1351803
Person weighted,10405003: Ward 3,Certificate with less than Grade 12 / Std 10,0.2301584
Person weighted,10405003: Ward 3,Diploma with less than Grade 12 / Std 10,0.2473325
Person weighted,10405003: Ward 3,Certificate with Grade 12 / Std 10,1.5705561
Person weighted,10405003: Ward 3,Diploma with Grade 12 / Std 10,2.7809537
Person weighted,10405003: Ward 3,Higher Diploma,2.3785663
Person weighted,10405003: Ward 3,Post Higher Diploma Masters; Doctoral Diploma,0.4719018
Person weighted,10405003: Ward 3,Bachelors Degree,1.2870159
Person weighted,10405003: Ward 3,Bachelors Degree and Post graduate Diploma,0.599135
Person weighted,10405003: Ward 3,Honours degree,0.6354621
Person weighted,10405003: Ward 3,Higher Degree Masters / PhD,0.4895891
Person weighted,10405003: Ward 3,Other,0.3160124
Person weighted,10405003: Ward 3,No schooling,1.4330553
Person weighted,10405003: Ward 3,Unspecified,0
Person weighted,10405003: Ward 3,Not applicable,15.6498703
Person weighted,10405003: Ward 3,Total,100
Person weighted,10405004: Ward 4,Gade 0,3.0287912
Person weighted,10405004: Ward 4,Grade 1 / Sub A,3.7494006
Person weighted,10405004: Ward 4,Grade 2 / Sub B,3.2784138
Person weighted,10405004: Ward 4,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.7796123
Person weighted,10405004: Ward 4,Grade 4 / Std 2,4.6754285
Person weighted,10405004: Ward 4,Grade 5 / Std 3/ABET 2,5.5771348
Person weighted,10405004: Ward 4,Grade 6 / Std 4,5.3962282
Person weighted,10405004: Ward 4,Grade 7 / Std 5/ ABET 3,7.2988505
Person weighted,10405004: Ward 4,Grade 8 / Std 6 / Form 1,9.9153984
Person weighted,10405004: Ward 4,Grade 9 / Std 7 / Form 2/ ABET 4,6.6282983
